ticker    ,sector                ,region                     ,payout_score,fcf_coverage_score,div_growth_score,balance_sheet_score,dividend_sustainability_score,sustainability_grade
BEC       ,Consumer Discretionary,Europe                     ,25          ,0                 ,0               ,25                 ,50                           ,D
NNIT      ,Health Care           ,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
SFPI      ,Information Technology,Europe                     ,0           ,25                ,5               ,25                 ,55                           ,D
EVISO     ,Utilities             ,Europe                     ,0           ,25                ,5               ,20                 ,50                           ,D
ALFPC     ,Consumer Discretionary,Europe                     ,0           ,0                 ,5               ,25                 ,30                           ,F
TRB       ,Consumer Discretionary,Europe                     ,0           ,25                ,15              ,25                 ,65                           ,C
DETEC     ,Information Technology,Europe                     ,25          ,20                ,5               ,25                 ,75                           ,C
FDM       ,Information Technology,Europe                     ,0           ,15                ,5               ,25                 ,45                           ,D
ALTPC     ,Industrials           ,Europe                     ,0           ,5                 ,5               ,20                 ,30                           ,F
DVD       ,Energy                ,Europe                     ,25          ,0                 ,0               ,0                  ,25                           ,F
STIL      ,Health Care           ,Europe                     ,25          ,0                 ,0               ,25                 ,50                           ,D
GTLY      ,Industrials           ,Europe                     ,0           ,0                 ,15              ,20                 ,35                           ,F
2HRA      ,Materials             ,Europe                     ,0           ,25                ,15              ,20                 ,60                           ,D
APT       ,Information Technology,Europe                     ,0           ,25                ,0               ,25                 ,50                           ,D
DIA       ,Industrials           ,United States and Canada   ,0           ,0                 ,0               ,20                 ,20                           ,F
SSH1V     ,Information Technology,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
HEX       ,Industrials           ,Europe                     ,25          ,0                 ,0               ,20                 ,45                           ,D
SFOR      ,Communication Services,Europe                     ,0           ,0                 ,0               ,20                 ,20                           ,F
MCG       ,Industrials           ,Europe                     ,0           ,0                 ,5               ,0                  ,5                            ,F
WINE      ,Consumer Staples      ,Europe                     ,25          ,0                 ,5               ,20                 ,50                           ,D
AAG       ,Industrials           ,Europe                     ,25          ,25                ,5               ,25                 ,80                           ,B
FG        ,Industrials           ,Europe                     ,25          ,25                ,5               ,10                 ,65                           ,C
LWB       ,Energy                ,Europe                     ,25          ,0                 ,0               ,25                 ,50                           ,D
QTX       ,Information Technology,Europe                     ,0           ,20                ,15              ,25                 ,60                           ,D
EM        ,Consumer Discretionary,Europe                     ,0           ,0                 ,0               ,10                 ,10                           ,F
PKP       ,Industrials           ,Europe                     ,25          ,0                 ,0               ,0                  ,25                           ,F
ALVU      ,Consumer Discretionary,Europe                     ,0           ,25                ,15              ,25                 ,65                           ,C
LMN       ,Consumer Discretionary,Europe                     ,25          ,25                ,5               ,10                 ,65                           ,C
ZAG       ,Industrials           ,Europe                     ,0           ,25                ,5               ,25                 ,55                           ,D
LOCAL     ,Communication Services,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
FRO       ,Industrials           ,Europe                     ,0           ,0                 ,15              ,25                 ,40                           ,F
GSC1      ,Industrials           ,Europe                     ,25          ,25                ,15              ,25                 ,90                           ,B
ASCN      ,Health Care           ,Europe                     ,0           ,25                ,15              ,25                 ,65                           ,C
LPK       ,Information Technology,Europe                     ,0           ,0                 ,0               ,25                 ,25                           ,F
BORG      ,Consumer Discretionary,Europe                     ,25          ,0                 ,0               ,25                 ,50                           ,D
JSE       ,Energy                ,Asia / Pacific             ,0           ,0                 ,0               ,0                  ,0                            ,
KTA       ,Consumer Discretionary,Europe                     ,0           ,0                 ,0               ,0                  ,0                            ,
ALPM      ,Industrials           ,Europe                     ,0           ,25                ,15              ,25                 ,65                           ,C
ECEL      ,Industrials           ,Europe                     ,0           ,25                ,15              ,20                 ,60                           ,D
TEN       ,Communication Services,Europe                     ,25          ,15                ,5               ,25                 ,70                           ,C
HKFOODS   ,Consumer Staples      ,Europe                     ,25          ,25                ,5               ,20                 ,75                           ,C
ATC       ,Materials             ,Europe                     ,25          ,0                 ,5               ,25                 ,55                           ,D
FTE       ,Consumer Discretionary,Europe                     ,25          ,0                 ,15              ,25                 ,65                           ,C
TET       ,Materials             ,Europe                     ,0           ,25                ,5               ,25                 ,55                           ,D
TIG       ,Communication Services,Europe                     ,0           ,25                ,5               ,0                  ,30                           ,F
CGS       ,Materials             ,Europe                     ,0           ,5                 ,15              ,25                 ,45                           ,D
SHI       ,Industrials           ,Europe                     ,0           ,0                 ,0               ,0                  ,0                            ,
MZX       ,Industrials           ,Europe                     ,0           ,25                ,15              ,25                 ,65                           ,C
RFG       ,Consumer Discretionary,Europe                     ,0           ,0                 ,5               ,25                 ,30                           ,F
LEI       ,Consumer Discretionary,Europe                     ,0           ,0                 ,5               ,25                 ,30                           ,F
TNOM      ,Industrials           ,Europe                     ,25          ,0                 ,0               ,10                 ,35                           ,F
SOM       ,Industrials           ,United States and Canada   ,0           ,20                ,5               ,25                 ,50                           ,D
2330      ,Information Technology,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
700       ,Communication Services,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
A005930   ,Information Technology,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
A000660   ,Information Technology,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
7203      ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,15              ,10                 ,25                           ,F
857       ,Energy                ,Asia / Pacific             ,0           ,15                ,15              ,25                 ,55                           ,D
600519    ,Consumer Staples      ,Asia / Pacific             ,25          ,15                ,15              ,25                 ,80                           ,B
300750    ,Industrials           ,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
RELIANCE  ,Energy                ,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
941       ,Communication Services,Asia / Pacific             ,25          ,5                 ,15              ,25                 ,70                           ,C
601138    ,Information Technology,Asia / Pacific             ,25          ,0                 ,15              ,25                 ,65                           ,C
9984      ,Communication Services,Asia / Pacific             ,0           ,0                 ,5               ,10                 ,15                           ,F
BHP       ,Materials             ,Asia / Pacific             ,0           ,15                ,5               ,25                 ,45                           ,D
6758      ,Consumer Discretionary,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
6501      ,Industrials           ,Asia / Pacific             ,0           ,25                ,5               ,25                 ,55                           ,D
532454    ,Communication Services,Asia / Pacific             ,25          ,25                ,15              ,10                 ,75                           ,C
883       ,Energy                ,Asia / Pacific             ,25          ,20                ,15              ,25                 ,85                           ,B
TCS       ,Information Technology,Asia / Pacific             ,25          ,15                ,15              ,25                 ,80                           ,B
601899    ,Materials             ,Asia / Pacific             ,25          ,25                ,15              ,20                 ,85                           ,B
1211      ,Consumer Discretionary,Asia / Pacific             ,25          ,0                 ,15              ,25                 ,65                           ,C
1088      ,Energy                ,Asia / Pacific             ,25          ,5                 ,5               ,25                 ,60                           ,D
9983      ,Consumer Discretionary,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
2317      ,Information Technology,Asia / Pacific             ,25          ,0                 ,15              ,20                 ,60                           ,D
8035      ,Information Technology,Asia / Pacific             ,0           ,15                ,5               ,25                 ,45                           ,D
386       ,Energy                ,Asia / Pacific             ,25          ,5                 ,15              ,25                 ,70                           ,C
300308    ,Information Technology,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
600900    ,Utilities             ,Asia / Pacific             ,25          ,15                ,5               ,10                 ,55                           ,D
9999      ,Communication Services,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
6857      ,Information Technology,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
002050    ,Industrials           ,Asia / Pacific             ,0           ,20                ,15              ,25                 ,60                           ,D
8001      ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
6861      ,Information Technology,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
4519      ,Health Care           ,Asia / Pacific             ,0           ,15                ,5               ,25                 ,45                           ,D
8058      ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
8031      ,Industrials           ,Asia / Pacific             ,0           ,20                ,15              ,20                 ,55                           ,D
000333    ,Consumer Discretionary,Asia / Pacific             ,25          ,20                ,15              ,25                 ,85                           ,B
9432      ,Communication Services,Asia / Pacific             ,0           ,0                 ,5               ,20                 ,25                           ,F
7011      ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
2308      ,Information Technology,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
688256    ,Information Technology,Asia / Pacific             ,0           ,0                 ,15              ,25                 ,40                           ,F
728       ,Communication Services,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
6098      ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
7974      ,Communication Services,Asia / Pacific             ,0           ,5                 ,15              ,25                 ,45                           ,D
2454      ,Information Technology,Asia / Pacific             ,25          ,15                ,15              ,25                 ,80                           ,B
688041    ,Information Technology,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
INFY      ,Information Technology,Asia / Pacific             ,25          ,20                ,5               ,25                 ,75                           ,C
9633      ,Consumer Staples      ,Asia / Pacific             ,0           ,15                ,15              ,25                 ,55                           ,D
DELTA     ,Information Technology,Asia / Pacific             ,25          ,15                ,15              ,25                 ,80                           ,B
HINDUNILVR,Consumer Staples      ,Asia / Pacific             ,25          ,5                 ,5               ,25                 ,60                           ,D
9433      ,Communication Services,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
9434      ,Communication Services,Asia / Pacific             ,0           ,15                ,5               ,10                 ,30                           ,F
2914      ,Consumer Staples      ,Asia / Pacific             ,0           ,15                ,15              ,25                 ,55                           ,D
WES       ,Consumer Discretionary,Asia / Pacific             ,0           ,20                ,15              ,10                 ,45                           ,D
300502    ,Information Technology,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
603993    ,Materials             ,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
6503      ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
MARUTI    ,Consumer Discretionary,Asia / Pacific             ,25          ,5                 ,0               ,25                 ,55                           ,D
002475    ,Information Technology,Asia / Pacific             ,25          ,25                ,5               ,20                 ,75                           ,C
000858    ,Consumer Staples      ,Asia / Pacific             ,0           ,20                ,15              ,25                 ,60                           ,D
Z74       ,Communication Services,Asia / Pacific             ,25          ,5                 ,15              ,25                 ,70                           ,C
4063      ,Materials             ,Asia / Pacific             ,0           ,20                ,5               ,25                 ,50                           ,D
600276    ,Health Care           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
CSL       ,Health Care           ,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
A207940   ,Health Care           ,Asia / Pacific             ,25          ,0                 ,0               ,25                 ,50                           ,D
7741      ,Health Care           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
300274    ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
HCLTECH   ,Information Technology,Asia / Pacific             ,25          ,15                ,5               ,25                 ,70                           ,C
4502      ,Health Care           ,Asia / Pacific             ,0           ,25                ,5               ,20                 ,50                           ,D
6702      ,Information Technology,Asia / Pacific             ,0           ,0                 ,15              ,25                 ,40                           ,F
ITC       ,Consumer Staples      ,Asia / Pacific             ,25          ,5                 ,15              ,25                 ,70                           ,C
002371    ,Information Technology,Asia / Pacific             ,25          ,0                 ,5               ,25                 ,55                           ,D
MM        ,Consumer Discretionary,Asia / Pacific             ,25          ,0                 ,5               ,10                 ,40                           ,F
267       ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,10                 ,50                           ,D
SUNPHARMA ,Health Care           ,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
8002      ,Industrials           ,Asia / Pacific             ,0           ,0                 ,0               ,20                 ,20                           ,F
FMG       ,Materials             ,Asia / Pacific             ,0           ,15                ,5               ,25                 ,45                           ,D
6701      ,Information Technology,Asia / Pacific             ,0           ,0                 ,15              ,25                 ,40                           ,F
6954      ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
EVN       ,Materials             ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
A005380   ,Consumer Discretionary,Asia / Pacific             ,25          ,0                 ,5               ,10                 ,40                           ,F
8267      ,Consumer Staples      ,Asia / Pacific             ,0           ,25                ,15              ,10                 ,50                           ,D
1378      ,Materials             ,Asia / Pacific             ,0           ,20                ,15              ,20                 ,55                           ,D
8053      ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
4568      ,Health Care           ,Asia / Pacific             ,0           ,0                 ,15              ,25                 ,40                           ,F
002415    ,Information Technology,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
ULTRACEMCO,Materials             ,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
002714    ,Consumer Staples      ,Asia / Pacific             ,25          ,25                ,5               ,10                 ,65                           ,C
603259    ,Health Care           ,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
7267      ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,5               ,20                 ,25                           ,F
NTPC      ,Utilities             ,Asia / Pacific             ,25          ,5                 ,15              ,10                 ,55                           ,D
6981      ,Information Technology,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
6367      ,Industrials           ,Asia / Pacific             ,0           ,25                ,5               ,25                 ,55                           ,D
6902      ,Consumer Discretionary,Asia / Pacific             ,0           ,15                ,5               ,25                 ,45                           ,D
TPIA      ,Materials             ,Asia / Pacific             ,0           ,0                 ,15              ,20                 ,35                           ,F
A329180   ,Industrials           ,Asia / Pacific             ,25          ,0                 ,15              ,25                 ,65                           ,C
TLS       ,Communication Services,Asia / Pacific             ,0           ,25                ,15              ,10                 ,50                           ,D
1024      ,Communication Services,Asia / Pacific             ,25          ,0                 ,0               ,25                 ,50                           ,D
601816    ,Industrials           ,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
8015      ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
3711      ,Information Technology,Asia / Pacific             ,25          ,0                 ,15              ,20                 ,60                           ,D
600150    ,Industrials           ,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
ADANIPORTS,Industrials           ,Asia / Pacific             ,25          ,0                 ,15              ,20                 ,60                           ,D
300476    ,Information Technology,Asia / Pacific             ,0           ,0                 ,15              ,25                 ,40                           ,F
600309    ,Materials             ,Asia / Pacific             ,0           ,0                 ,15              ,10                 ,25                           ,F
3382      ,Consumer Staples      ,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
6201      ,Industrials           ,Asia / Pacific             ,0           ,20                ,5               ,25                 ,50                           ,D
2382      ,Information Technology,Asia / Pacific             ,25          ,15                ,15              ,10                 ,65                           ,C
ONGC      ,Energy                ,Asia / Pacific             ,25          ,25                ,15              ,20                 ,85                           ,B
A012450   ,Industrials           ,Asia / Pacific             ,25          ,0                 ,15              ,20                 ,60                           ,D
6146      ,Information Technology,Asia / Pacific             ,0           ,5                 ,15              ,25                 ,45                           ,D
A034020   ,Industrials           ,Asia / Pacific             ,25          ,0                 ,5               ,20                 ,50                           ,D
600690    ,Consumer Discretionary,Asia / Pacific             ,25          ,20                ,5               ,25                 ,75                           ,C
300760    ,Health Care           ,Asia / Pacific             ,25          ,15                ,5               ,25                 ,70                           ,C
9992      ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
HAL       ,Industrials           ,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
512599    ,Industrials           ,Asia / Pacific             ,25          ,0                 ,15              ,10                 ,50                           ,D
500049    ,Industrials           ,Asia / Pacific             ,25          ,5                 ,15              ,25                 ,70                           ,C
2412      ,Communication Services,Asia / Pacific             ,25          ,15                ,5               ,25                 ,70                           ,C
1919      ,Industrials           ,Asia / Pacific             ,25          ,15                ,5               ,25                 ,70                           ,C
A000270   ,Consumer Discretionary,Asia / Pacific             ,25          ,0                 ,5               ,25                 ,55                           ,D
500228    ,Materials             ,Asia / Pacific             ,25          ,25                ,15              ,10                 ,75                           ,C
000651    ,Consumer Discretionary,Asia / Pacific             ,25          ,25                ,5               ,20                 ,75                           ,C
ADANIPOWER,Utilities             ,Asia / Pacific             ,25          ,25                ,5               ,20                 ,75                           ,C
762       ,Communication Services,Asia / Pacific             ,25          ,0                 ,0               ,25                 ,50                           ,D
601127    ,Consumer Discretionary,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
5802      ,Consumer Discretionary,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
COALINDIA ,Energy                ,Asia / Pacific             ,25          ,5                 ,5               ,25                 ,60                           ,D
507685    ,Information Technology,Asia / Pacific             ,25          ,15                ,5               ,25                 ,70                           ,C
500188    ,Materials             ,Asia / Pacific             ,0           ,20                ,0               ,20                 ,40                           ,F
5803      ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
A068270   ,Health Care           ,Asia / Pacific             ,25          ,0                 ,15              ,25                 ,65                           ,C
603288    ,Consumer Staples      ,Asia / Pacific             ,25          ,5                 ,5               ,25                 ,60                           ,D
4661      ,Consumer Discretionary,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
601668    ,Industrials           ,Asia / Pacific             ,0           ,0                 ,5               ,10                 ,15                           ,F
6752      ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
WDS       ,Energy                ,Asia / Pacific             ,0           ,0                 ,5               ,25                 ,30                           ,F
600809    ,Consumer Staples      ,Asia / Pacific             ,25          ,15                ,15              ,25                 ,80                           ,B
4578      ,Health Care           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
9020      ,Industrials           ,Asia / Pacific             ,0           ,0                 ,15              ,10                 ,25                           ,F
500790    ,Consumer Staples      ,Asia / Pacific             ,0           ,15                ,0               ,25                 ,40                           ,F
ADVANC    ,Communication Services,Asia / Pacific             ,25          ,25                ,15              ,0                  ,65                           ,C
601225    ,Energy                ,Asia / Pacific             ,0           ,15                ,5               ,25                 ,45                           ,D
ASIANPAINT,Materials             ,Asia / Pacific             ,25          ,20                ,15              ,25                 ,85                           ,B
BAJAJAUTO ,Consumer Discretionary,Asia / Pacific             ,25          ,0                 ,15              ,25                 ,65                           ,C
2600      ,Materials             ,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
2020      ,Consumer Discretionary,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
300124    ,Industrials           ,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
PTT       ,Energy                ,Asia / Pacific             ,25          ,25                ,5               ,20                 ,75                           ,C
6301      ,Industrials           ,Asia / Pacific             ,0           ,15                ,5               ,25                 ,45                           ,D
7269      ,Consumer Discretionary,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
5108      ,Consumer Discretionary,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
3692      ,Health Care           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
POWERGRID ,Utilities             ,Asia / Pacific             ,25          ,5                 ,15              ,10                 ,55                           ,D
A028260   ,Industrials           ,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
600031    ,Industrials           ,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
601888    ,Consumer Discretionary,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
002352    ,Industrials           ,Asia / Pacific             ,25          ,20                ,5               ,20                 ,70                           ,C
601766    ,Industrials           ,Asia / Pacific             ,25          ,0                 ,5               ,25                 ,55                           ,D
6762      ,Information Technology,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
VEDL      ,Materials             ,Asia / Pacific             ,25          ,15                ,15              ,10                 ,65                           ,C
9022      ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
1         ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
6669      ,Information Technology,Asia / Pacific             ,25          ,0                 ,15              ,25                 ,65                           ,C
788       ,Communication Services,Asia / Pacific             ,25          ,0                 ,0               ,25                 ,50                           ,D
KMGZ      ,Energy                ,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
605117    ,Industrials           ,Asia / Pacific             ,25          ,5                 ,5               ,25                 ,60                           ,D
7751      ,Information Technology,Asia / Pacific             ,0           ,20                ,5               ,25                 ,50                           ,D
600887    ,Consumer Staples      ,Asia / Pacific             ,25          ,20                ,5               ,10                 ,60                           ,D
4901      ,Information Technology,Asia / Pacific             ,0           ,0                 ,15              ,25                 ,40                           ,F
600406    ,Industrials           ,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
A035420   ,Communication Services,Asia / Pacific             ,25          ,0                 ,15              ,25                 ,65                           ,C
IOC       ,Energy                ,Asia / Pacific             ,25          ,25                ,15              ,20                 ,85                           ,B
601985    ,Utilities             ,Asia / Pacific             ,0           ,0                 ,5               ,10                 ,15                           ,F
175       ,Consumer Discretionary,Asia / Pacific             ,25          ,0                 ,0               ,25                 ,50                           ,D
1816      ,Utilities             ,Asia / Pacific             ,25          ,5                 ,5               ,10                 ,45                           ,D
500470    ,Materials             ,Asia / Pacific             ,25          ,25                ,15              ,10                 ,75                           ,C
600104    ,Consumer Discretionary,Asia / Pacific             ,0           ,25                ,5               ,25                 ,55                           ,D
600183    ,Information Technology,Asia / Pacific             ,25          ,5                 ,15              ,25                 ,70                           ,C
6723      ,Information Technology,Asia / Pacific             ,25          ,25                ,5               ,20                 ,75                           ,C
2333      ,Consumer Discretionary,Asia / Pacific             ,25          ,25                ,15              ,25                 ,90                           ,B
600547    ,Materials             ,Asia / Pacific             ,0           ,25                ,5               ,10                 ,40                           ,F
000063    ,Information Technology,Asia / Pacific             ,0           ,0                 ,5               ,20                 ,25                           ,F
000568    ,Consumer Staples      ,Asia / Pacific             ,0           ,20                ,5               ,25                 ,50                           ,D
A042660   ,Industrials           ,Asia / Pacific             ,25          ,0                 ,0               ,10                 ,35                           ,F
600025    ,Utilities             ,Asia / Pacific             ,0           ,0                 ,5               ,10                 ,15                           ,F
66        ,Industrials           ,Asia / Pacific             ,0           ,0                 ,5               ,25                 ,30                           ,F
AOT       ,Industrials           ,Asia / Pacific             ,25          ,20                ,15              ,25                 ,85                           ,B
WOW       ,Consumer Staples      ,Asia / Pacific             ,0           ,20                ,5               ,0                  ,25                           ,F
358       ,Materials             ,Asia / Pacific             ,0           ,0                 ,5               ,20                 ,25                           ,F
4503      ,Health Care           ,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
600111    ,Materials             ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
600660    ,Consumer Discretionary,Asia / Pacific             ,0           ,15                ,15              ,25                 ,55                           ,D
ALL       ,Consumer Discretionary,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
1605      ,Energy                ,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
NST       ,Materials             ,Asia / Pacific             ,0           ,15                ,15              ,25                 ,55                           ,D
600019    ,Materials             ,Asia / Pacific             ,0           ,25                ,5               ,25                 ,55                           ,D
ADANIGREEN,Utilities             ,Asia / Pacific             ,25          ,0                 ,5               ,0                  ,30                           ,F
600050    ,Communication Services,Asia / Pacific             ,0           ,20                ,5               ,25                 ,50                           ,D
500440    ,Materials             ,Asia / Pacific             ,25          ,25                ,15              ,20                 ,85                           ,B
600760    ,Industrials           ,Asia / Pacific             ,0           ,0                 ,15              ,25                 ,40                           ,F
600346    ,Materials             ,Asia / Pacific             ,0           ,15                ,5               ,0                  ,20                           ,F
2         ,Utilities             ,Asia / Pacific             ,0           ,5                 ,15              ,20                 ,40                           ,F
SIG       ,Health Care           ,Asia / Pacific             ,0           ,15                ,5               ,25                 ,45                           ,D
505200    ,Consumer Discretionary,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
300394    ,Information Technology,Asia / Pacific             ,25          ,15                ,15              ,25                 ,80                           ,B
603501    ,Information Technology,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
9973      ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,0               ,20                 ,20                           ,F
300433    ,Information Technology,Asia / Pacific             ,25          ,5                 ,15              ,25                 ,70                           ,C
A012330   ,Consumer Discretionary,Asia / Pacific             ,25          ,0                 ,5               ,25                 ,55                           ,D
000725    ,Information Technology,Asia / Pacific             ,0           ,20                ,5               ,20                 ,45                           ,D
300999    ,Consumer Staples      ,Asia / Pacific             ,25          ,25                ,5               ,20                 ,75                           ,C
002916    ,Information Technology,Asia / Pacific             ,25          ,5                 ,15              ,25                 ,70                           ,C
002384    ,Information Technology,Asia / Pacific             ,25          ,5                 ,15              ,20                 ,65                           ,C
4307      ,Information Technology,Asia / Pacific             ,0           ,25                ,15              ,20                 ,60                           ,D
6273      ,Industrials           ,Asia / Pacific             ,0           ,15                ,5               ,25                 ,45                           ,D
669       ,Industrials           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
27        ,Consumer Discretionary,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
1898      ,Energy                ,Asia / Pacific             ,0           ,5                 ,5               ,25                 ,35                           ,F
GRASIM    ,Materials             ,Asia / Pacific             ,0           ,0                 ,5               ,10                 ,15                           ,F
5401      ,Materials             ,Asia / Pacific             ,0           ,0                 ,0               ,25                 ,25                           ,F
4543      ,Health Care           ,Asia / Pacific             ,0           ,25                ,15              ,25                 ,65                           ,C
000792    ,Materials             ,Asia / Pacific             ,25          ,25                ,5               ,25                 ,80                           ,B
753       ,Industrials           ,Asia / Pacific             ,25          ,25                ,5               ,0                  ,55                           ,D
1928      ,Consumer Discretionary,Asia / Pacific             ,0           ,25                ,15              ,0                  ,40                           ,F
2727      ,Industrials           ,Asia / Pacific             ,0           ,25                ,5               ,20                 ,50                           ,D
