ticker    ,sector                ,region                     ,current_ratio_score,quick_ratio_score,cash_ratio_score,debt_equity_score  ,debt_assets_score   ,interest_coverage_score,leverage_liquidity_score,leverage_grade
002237    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,59.94531544838584  ,40.85902465954011   ,0.0                    ,40.2                    ,D
1797      ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.66941916243476  ,98.95861645179207   ,100.0                  ,79.7                    ,B
300726    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.91633549466638  ,99.72169998020978   ,0.0                    ,59.9                    ,C
5269      ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,99.97310822953766  ,99.90659826318331   ,0.0                    ,60.0                    ,C
9468      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,96.79301447269792  ,91.86363752729187   ,0.0                    ,57.7                    ,C
5233      ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.7456245019022   ,63.92883775995146   ,0.0                    ,48.7                    ,D
300888    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,91.83870815739927  ,80.23835414202829   ,0.0                    ,54.4                    ,C
688362    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,41.553064545290184 ,35.203274412439136  ,0.0                    ,35.4                    ,D
BRG       ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.94444877896544  ,90.00241060254805   ,0.0                    ,57.2                    ,C
603658    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,97.87457382307988  ,94.16619543437373   ,0.0                    ,58.4                    ,C
S59       ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.36922981979758  ,95.02631925666137   ,0.0                    ,58.7                    ,C
7988      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,95.75637583772257  ,88.32194958248614   ,0.0                    ,56.8                    ,C
EMR       ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.88497380499791  ,96.37539184952978   ,0.0                    ,59.1                    ,C
688698    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.71007088281321  ,96.67280066484626   ,0.0                    ,59.1                    ,C
002461    ,Consumer Staples      ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.2393209578359   ,80.65020096536789   ,0.0                    ,54.6                    ,C
688372    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,77.90875902237828  ,55.89119047972342   ,0.0                    ,46.8                    ,D
FFC       ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,89.30125377116781  ,82.873603945114     ,0.0                    ,54.4                    ,C
9533      ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,88.44636481091933  ,74.39633432939652   ,0.0                    ,52.6                    ,C
688520    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,0.0                ,3.2300186699857902  ,9.197235513024987      ,22.5                    ,F
1893      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,67.76005320276583  ,68.47669542540673   ,0.0                    ,47.2                    ,D
300558    ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,85.90389330447815  ,67.93789945775319   ,0.0                    ,50.8                    ,C
603565    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,71.85336039931104  ,52.79788554097906   ,0.0                    ,44.9                    ,D
300655    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,92.7225797801019   ,80.76909449097893   ,0.0                    ,54.7                    ,C
6055      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,68.83132706272235  ,62.050516238775266  ,0.0                    ,46.2                    ,D
000598    ,Utilities             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,70.1165301030915   ,54.77342268168594   ,0.0                    ,45.0                    ,D
002245    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,94.17761151001964  ,85.99942608045191   ,0.0                    ,56.0                    ,C
1199      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,81.23686171534013  ,58.76381599798359   ,0.0                    ,48.0                    ,D
KPJ       ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,55.29131208859417  ,38.0032011596654    ,0.0                    ,38.7                    ,D
600933    ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,86.12925280993697  ,69.0082274856313    ,0.0                    ,51.0                    ,C
300679    ,Information Technology,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.22285787111117  ,95.3673626081564    ,0.0                    ,58.7                    ,C
600820    ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,68.74078521260951  ,73.2702259957189    ,0.0                    ,48.4                    ,D
002312    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,80.98952624988347  ,62.52269936700059   ,0.0                    ,48.7                    ,D
9008      ,Industrials           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,64.0806114553882   ,50.23389953674267   ,0.0                    ,42.9                    ,D
MTEL      ,Communication Services,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,79.736448009461    ,56.36378861234987   ,0.0                    ,47.2                    ,D
002324    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,67.50807531710392  ,51.79546559613011   ,0.0                    ,43.9                    ,D
3116      ,Consumer Discretionary,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,88.61937881787519  ,80.8968211247485    ,50.0                   ,63.9                    ,C
539006    ,Materials             ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,98.53777750395334  ,95.19930956362263   ,0.0                    ,58.7                    ,C
