ticker    ,sector                ,region                     ,upside_score       ,spread_score        ,coverage_score,rating_score,price_target_score,price_target_grade
600350    ,Industrials           ,Asia / Pacific             ,44.52397182458534  ,84.96932515337423   ,6.666667      ,90.0        ,56.2              ,C
688002    ,Information Technology,Asia / Pacific             ,24.314850223072025 ,31.347992351816433  ,10.0          ,93.75       ,37.1              ,D
4911      ,Consumer Staples      ,Asia / Pacific             ,29.402466824743133 ,50.977162111568695  ,56.666668     ,57.25       ,45.8              ,D
2331      ,Consumer Discretionary,Asia / Pacific             ,45.149237472766906 ,0.0                 ,100.0         ,75.0        ,50.8              ,C
BIOCON    ,Health Care           ,Asia / Pacific             ,46.31993174161849  ,23.209320799682242  ,63.333332     ,68.5        ,48.4              ,D
3998      ,Consumer Discretionary,Asia / Pacific             ,65.14503441494593  ,75.66371681415927   ,53.333336     ,95.50001    ,71.5              ,B
4528      ,Health Care           ,Asia / Pacific             ,6.229737766964042  ,60.185799601858     ,36.666668     ,36.25       ,31.8              ,F
000021    ,Information Technology,Asia / Pacific             ,100.0              ,100.0               ,3.3333335     ,100.0       ,80.7              ,A
3481      ,Information Technology,Asia / Pacific             ,0.0                ,45.48872180451128   ,23.333334     ,56.25       ,27.3              ,F
300628    ,Information Technology,Asia / Pacific             ,55.96429537462808  ,68.37976737895592   ,20.0          ,94.50001    ,59.6              ,C
GAMUDA    ,Industrials           ,Asia / Pacific             ,74.96296296296295  ,61.290322580645174  ,60.000004     ,95.75       ,72.7              ,B
301358    ,Industrials           ,Asia / Pacific             ,45.673989693517775 ,0.0                 ,13.333334     ,81.25       ,34.9              ,F
5101      ,Consumer Discretionary,Asia / Pacific             ,34.209395351912455 ,70.24695031240702   ,33.333336     ,75.0        ,51.2              ,C
NESTLE    ,Consumer Staples      ,Asia / Pacific             ,25.223467432950187 ,50.0                ,40.0          ,55.75       ,40.5              ,D
001872    ,Industrials           ,Asia / Pacific             ,56.888429277260734 ,100.0               ,3.3333335     ,50.0        ,55.6              ,C
9024      ,Industrials           ,Asia / Pacific             ,29.631408510865498 ,33.68572801537722   ,20.0          ,41.75       ,31.1              ,F
509480    ,Materials             ,Asia / Pacific             ,42.64351896380364  ,47.1001250360681    ,73.333336     ,52.249996   ,51.8              ,C
UNTR      ,Energy                ,Asia / Pacific             ,30.381105743424584 ,51.368760064412236  ,63.333332     ,72.25       ,50.6              ,C
MRF       ,Consumer Discretionary,Asia / Pacific             ,38.38241700115124  ,54.364323718846265  ,33.333336     ,35.000004   ,40.7              ,D
3293      ,Communication Services,Asia / Pacific             ,67.78667853434209  ,59.94659546061416   ,13.333334     ,87.5        ,58.9              ,C
VMM       ,Consumer Discretionary,Asia / Pacific             ,60.746573344998545 ,30.52339045854562   ,46.666668     ,78.5        ,53.9              ,C
WPRTS     ,Industrials           ,Asia / Pacific             ,34.318053197509904 ,62.13921901528012   ,60.000004     ,76.5        ,54.8              ,C
002601    ,Materials             ,Asia / Pacific             ,45.0534188034188   ,84.81781376518218   ,23.333334     ,92.49999    ,60.1              ,C
3288      ,Consumer Discretionary,Asia / Pacific             ,34.68718825708992  ,80.22659256092346   ,16.666668     ,60.000004   ,47.5              ,D
002340    ,Industrials           ,Asia / Pacific             ,22.809593734703874 ,62.55506607929515   ,23.333334     ,75.0        ,43.3              ,D
A047050   ,Industrials           ,Asia / Pacific             ,55.82703121970138  ,73.82198952879581   ,33.333336     ,87.5        ,62.2              ,C
300207    ,Industrials           ,Asia / Pacific             ,80.04392971246006  ,34.904153354632584  ,10.0          ,100.0       ,58.7              ,C
780       ,Consumer Discretionary,Asia / Pacific             ,55.55655475619504  ,47.747302158273385  ,76.666664     ,92.49999    ,65.2              ,B
1504      ,Industrials           ,Asia / Pacific             ,50.12285964254467  ,0.0                 ,20.0          ,70.75       ,35.7              ,D
JBH       ,Consumer Discretionary,Asia / Pacific             ,48.31949387109529  ,27.713523131672602  ,50.0          ,56.75       ,45.2              ,D
2404      ,Industrials           ,Asia / Pacific             ,39.39393939393939  ,100.0               ,3.3333335     ,75.0        ,54.5              ,C
300832    ,Health Care           ,Asia / Pacific             ,57.52916427615222  ,60.34423407917383   ,33.333336     ,92.75       ,60.4              ,C
688615    ,Information Technology,Asia / Pacific             ,32.756974285519405 ,100.0               ,3.3333335     ,93.75       ,55.9              ,C
300054    ,Materials             ,Asia / Pacific             ,19.930988321100497 ,81.30452845866223   ,10.0          ,91.75       ,47.7              ,D
ZZD       ,Industrials           ,Africa / Middle East       ,43.18748529757705  ,83.20395201129146   ,10.0          ,100.0       ,57.9              ,C
000878    ,Materials             ,Asia / Pacific             ,5.323361196656396  ,100.0               ,3.3333335     ,91.75       ,45.9              ,D
000039    ,Industrials           ,Asia / Pacific             ,41.922015182884756 ,92.54658385093167   ,10.0          ,100.0       ,59.8              ,C
688578    ,Health Care           ,Asia / Pacific             ,46.08342708402268  ,67.63946793726426   ,6.666667      ,93.75       ,53.1              ,C
500488    ,Health Care           ,Asia / Pacific             ,61.12136141657021  ,56.40270080048386   ,26.666668     ,81.25       ,57.1              ,C
PZ        ,Consumer Staples      ,Africa / Middle East       ,9.7979797979798    ,98.72727272727272   ,6.666667      ,75.0        ,44.4              ,D
300122    ,Health Care           ,Asia / Pacific             ,67.74723984026309  ,15.433403805496837  ,16.666668     ,82.25       ,47.4              ,D
A277810   ,Industrials           ,Asia / Pacific             ,28.036961911201264 ,55.172413793103445  ,6.666667      ,87.5        ,42.4              ,D
TOTAL     ,Energy                ,Africa / Middle East       ,34.23090277777777  ,6.150000000000011   ,6.666667      ,50.0        ,24.9              ,F
BIGCH     ,Consumer Discretionary,Africa / Middle East       ,100.0              ,100.0               ,3.3333335     ,100.0       ,80.7              ,A
300661    ,Information Technology,Asia / Pacific             ,53.86163120890468  ,56.402897362306945  ,26.666668     ,82.75       ,54.8              ,C
600497    ,Materials             ,Asia / Pacific             ,8.621330360460785  ,99.44258639910814   ,6.666667      ,93.75       ,48.0              ,D
PCHEM     ,Materials             ,Asia / Pacific             ,37.760891590678824 ,6.079027355623079   ,63.333332     ,34.249996   ,34.3              ,F
688411    ,Industrials           ,Asia / Pacific             ,59.37403064706247  ,98.00191433357263   ,6.666667      ,100.0       ,66.6              ,B
603355    ,Consumer Discretionary,Asia / Pacific             ,14.072080155525649 ,88.47913862718708   ,6.666667      ,100.0       ,48.4              ,D
9684      ,Communication Services,Asia / Pacific             ,28.692289929944042 ,36.49172243747798   ,53.333336     ,29.750002   ,35.8              ,D
002850    ,Consumer Discretionary,Asia / Pacific             ,66.5560972306859   ,46.983546617915906  ,20.0          ,98.0        ,58.6              ,C
600637    ,Communication Services,Asia / Pacific             ,0.0                ,100.0               ,3.3333335     ,50.0        ,35.7              ,D
YTL       ,Utilities             ,Asia / Pacific             ,64.06096361848574  ,88.93805309734513   ,6.666667      ,75.0        ,61.0              ,C
1590      ,Industrials           ,Asia / Pacific             ,43.75454248366013  ,56.86274509803921   ,60.000004     ,83.25       ,58.2              ,C
9005      ,Industrials           ,Asia / Pacific             ,51.06923531423953  ,53.54044220542961   ,20.0          ,58.25       ,46.9              ,D
603568    ,Industrials           ,Asia / Pacific             ,39.63691376701967  ,100.0               ,3.3333335     ,87.5        ,57.0              ,C
600378    ,Materials             ,Asia / Pacific             ,36.3529562405967   ,73.60991068856238   ,10.0          ,79.99999    ,49.1              ,D
1193      ,Utilities             ,Asia / Pacific             ,39.89320188950503  ,35.30499075785581   ,56.666668     ,72.5        ,48.6              ,D
688676    ,Industrials           ,Asia / Pacific             ,15.967771200471756 ,65.2990406205348    ,10.0          ,90.0        ,41.9              ,D
2618      ,Industrials           ,Asia / Pacific             ,51.27237757064654  ,72.30359520639148   ,26.666668     ,75.0        ,56.4              ,C
600801    ,Materials             ,Asia / Pacific             ,22.45606752456068  ,55.583229555832304  ,20.0          ,93.25       ,44.4              ,D
LAURUSLABS,Health Care           ,Asia / Pacific             ,11.285836635298002 ,8.339524517087648   ,50.0          ,46.749996   ,25.4              ,F
A326030   ,Health Care           ,Asia / Pacific             ,56.562780177187165 ,19.435215946843854  ,46.666668     ,82.25       ,50.4              ,C
600141    ,Materials             ,Asia / Pacific             ,13.032252742720452 ,77.728285077951     ,10.0          ,95.00001    ,45.0              ,D
COFORGE   ,Information Technology,Asia / Pacific             ,50.91782280462071  ,23.22346013969866   ,100.0         ,76.5        ,58.9              ,C
1326      ,Materials             ,Asia / Pacific             ,28.96264090177133  ,0.0                 ,23.333334     ,39.25       ,22.7              ,F
688037    ,Information Technology,Asia / Pacific             ,0.8492729517905356 ,100.0               ,3.3333335     ,100.0       ,46.0              ,D
6532      ,Industrials           ,Asia / Pacific             ,79.45492662473795  ,69.81132075471699   ,26.666668     ,90.75       ,68.7              ,B
688599    ,Information Technology,Asia / Pacific             ,52.28106974305191  ,58.049292081803884  ,16.666668     ,85.0        ,53.1              ,C
HCITY     ,Consumer Discretionary,Latin America and Caribbean,100.0              ,100.0               ,3.3333335     ,50.0        ,70.7              ,B
8069      ,Information Technology,Asia / Pacific             ,94.48487742757084  ,14.04011461318052   ,43.333332     ,84.5        ,62.1              ,C
002444    ,Consumer Discretionary,Asia / Pacific             ,35.04141905276427  ,24.365207995678016  ,36.666668     ,85.0        ,42.7              ,D
300896    ,Health Care           ,Asia / Pacific             ,69.35730070854123  ,9.780602829608364   ,33.333336     ,88.25001    ,51.0              ,C
600995    ,Utilities             ,Asia / Pacific             ,34.42265795206972  ,72.33115468409585   ,6.666667      ,95.00001    ,50.5              ,C
500830    ,Consumer Staples      ,Asia / Pacific             ,48.6677237854366   ,49.099731227552745  ,100.0         ,50.0        ,59.3              ,C
601233    ,Materials             ,Asia / Pacific             ,35.79576317218904  ,80.98859315589354   ,16.666668     ,97.5        ,55.6              ,C
IOICORP   ,Consumer Staples      ,Asia / Pacific             ,41.16858237547895  ,79.06403940886699   ,53.333336     ,65.75       ,58.0              ,C
300339    ,Information Technology,Asia / Pacific             ,76.81159420289855  ,100.0               ,3.3333335     ,100.0       ,72.6              ,B
PATANJALI ,Consumer Staples      ,Asia / Pacific             ,67.07566462167689  ,90.41411042944785   ,13.333334     ,93.75       ,67.5              ,B
3088      ,Consumer Staples      ,Asia / Pacific             ,73.31005461545348  ,54.069298952457686  ,40.0          ,79.25       ,63.0              ,C
GLENMARK  ,Health Care           ,Asia / Pacific             ,44.32763532763534  ,38.27160493827161   ,40.0          ,83.25       ,49.7              ,D
THAI      ,Industrials           ,Asia / Pacific             ,78.01932367149759  ,21.014492753623195  ,46.666668     ,55.25       ,52.9              ,C
603119    ,Industrials           ,Asia / Pacific             ,30.395859560777726 ,100.0               ,3.3333335     ,87.5        ,53.8              ,C
9042      ,Industrials           ,Asia / Pacific             ,47.741109228327815 ,80.63422900024207   ,10.0          ,66.75       ,52.2              ,C
NAKL      ,Consumer Discretionary,Africa / Middle East       ,100.0              ,100.0               ,3.3333335     ,100.0       ,80.7              ,A
300782    ,Information Technology,Asia / Pacific             ,24.923271895748965 ,21.894371435655845  ,46.666668     ,58.25       ,35.2              ,D
6869      ,Health Care           ,Asia / Pacific             ,88.18979859120032  ,0.0                 ,53.333336     ,79.75       ,57.5              ,C
603369    ,Consumer Staples      ,Asia / Pacific             ,75.71492834650732  ,65.29786003470214   ,20.0          ,93.75       ,65.6              ,B
000786    ,Industrials           ,Asia / Pacific             ,65.53930610452349  ,50.988142292490124  ,30.000002     ,93.25       ,60.3              ,C
6239      ,Information Technology,Asia / Pacific             ,0.0                ,42.585551330798474  ,26.666668     ,65.75       ,29.1              ,F
6269      ,Energy                ,Asia / Pacific             ,10.38080359937402  ,45.77464788732394   ,10.0          ,83.25       ,33.7              ,F
603087    ,Health Care           ,Asia / Pacific             ,37.479501222191296 ,95.82289055973267   ,6.666667      ,93.75       ,57.2              ,C
BDL       ,Industrials           ,Asia / Pacific             ,40.53140478912043  ,24.16249010815089   ,36.666668     ,58.999996   ,39.4              ,D
DLEKG     ,Energy                ,Africa / Middle East       ,29.845055569076017 ,100.0               ,3.3333335     ,50.0        ,46.1              ,D
600085    ,Health Care           ,Asia / Pacific             ,71.10932360932362  ,25.997425997425992  ,20.0          ,83.25       ,52.0              ,C
6963      ,Information Technology,Asia / Pacific             ,21.678942813394574 ,74.03634911124426   ,36.666668     ,68.25       ,47.1              ,D
A278470   ,Consumer Staples      ,Asia / Pacific             ,70.36444726264726  ,56.34095634095634   ,86.666664     ,91.25       ,74.3              ,B
9401      ,Communication Services,Asia / Pacific             ,25.333622261949905 ,88.62343572241184   ,16.666668     ,70.75       ,48.5              ,D
A003490   ,Industrials           ,Asia / Pacific             ,57.63778966620943  ,62.962962962962955  ,43.333332     ,90.5        ,62.7              ,C
002078    ,Materials             ,Asia / Pacific             ,39.96191313264483  ,57.81147000659195   ,13.333334     ,85.0        ,48.1              ,D
2269      ,Consumer Staples      ,Asia / Pacific             ,31.637286595871316 ,70.39751903016634   ,23.333334     ,60.75       ,45.5              ,D
601717    ,Industrials           ,Asia / Pacific             ,58.7782784833174   ,100.0               ,3.3333335     ,100.0       ,66.2              ,B
601615    ,Industrials           ,Asia / Pacific             ,8.926151761517612  ,41.056910569105696  ,33.333336     ,77.0        ,35.5              ,D
526299    ,Information Technology,Asia / Pacific             ,44.22472403122257  ,35.568795898572816  ,100.0         ,77.25       ,59.8              ,C
9023      ,Industrials           ,Asia / Pacific             ,35.759045886395796 ,69.67859308671922   ,33.333336     ,52.499996   ,47.1              ,D
300346    ,Materials             ,Asia / Pacific             ,18.761384335154826 ,100.0               ,3.3333335     ,87.5        ,49.7              ,D
LBR       ,Consumer Staples      ,Africa / Middle East       ,16.19385342789598  ,69.14893617021276   ,6.666667      ,25.0        ,29.3              ,F
A003230   ,Consumer Staples      ,Asia / Pacific             ,94.02714131101813  ,74.89539748953975   ,70.0          ,91.75       ,84.0              ,A
4938      ,Information Technology,Asia / Pacific             ,36.379149135109856 ,38.99018232819075   ,36.666668     ,36.25       ,37.1              ,D
002153    ,Information Technology,Asia / Pacific             ,1.613019370634411  ,55.28191834089435   ,13.333334     ,70.0        ,31.1              ,F
603129    ,Consumer Discretionary,Asia / Pacific             ,43.86643304533461  ,51.42287475077034   ,10.0          ,92.49999    ,48.7              ,D
2282      ,Consumer Discretionary,Asia / Pacific             ,85.2387363130497   ,36.995153473344104  ,50.0          ,88.25001    ,66.7              ,B
601933    ,Consumer Staples      ,Asia / Pacific             ,32.94880868129275  ,5.520169851380041   ,26.666668     ,56.75       ,29.6              ,F
3563      ,Consumer Discretionary,Asia / Pacific             ,43.535125575747976 ,69.11747238389357   ,33.333336     ,85.0        ,56.2              ,C
1605      ,Industrials           ,Asia / Pacific             ,0.0                ,100.0               ,3.3333335     ,50.0        ,35.7              ,D
2609      ,Industrials           ,Asia / Pacific             ,43.323139653414884 ,70.64220183486239   ,16.666668     ,60.000004   ,48.2              ,D
A007660   ,Information Technology,Asia / Pacific             ,70.19407652685798  ,0.0                 ,40.0          ,93.75       ,51.3              ,C
688270    ,Information Technology,Asia / Pacific             ,0.0                ,100.0               ,3.3333335     ,100.0       ,45.7              ,D
300037    ,Materials             ,Asia / Pacific             ,35.141009520387996 ,0.0                 ,23.333334     ,91.0        ,35.2              ,D
ALLD3     ,Information Technology,Latin America and Caribbean,41.269841269841265 ,100.0               ,3.3333335     ,50.0        ,50.1              ,C
603920    ,Information Technology,Asia / Pacific             ,0.0                ,65.5678287884018    ,6.666667      ,95.00001    ,36.7              ,D
300390    ,Materials             ,Asia / Pacific             ,0.0                ,100.0               ,3.3333335     ,75.0        ,40.7              ,D
600392    ,Materials             ,Asia / Pacific             ,65.08936487936909  ,94.83410331793364   ,6.666667      ,100.0       ,67.8              ,B
513599    ,Materials             ,Asia / Pacific             ,11.277347344673013 ,100.0               ,3.3333335     ,100.0       ,49.6              ,D
600863    ,Utilities             ,Asia / Pacific             ,44.47570947570948  ,80.0865800865801    ,10.0          ,100.0       ,57.6              ,C
3311      ,Industrials           ,Asia / Pacific             ,86.79879199698     ,19.47904869762175   ,30.000002     ,87.5        ,58.7              ,C
600862    ,Industrials           ,Asia / Pacific             ,67.80684104627767  ,100.0               ,3.3333335     ,92.75       ,67.9              ,B
2018      ,Information Technology,Asia / Pacific             ,81.34140907825117  ,28.952882205513784  ,70.0          ,94.75       ,68.7              ,B
002252    ,Health Care           ,Asia / Pacific             ,28.042328042328045 ,100.0               ,3.3333335     ,83.25       ,52.1              ,C
002429    ,Consumer Discretionary,Asia / Pacific             ,3.832668359327774  ,90.20674646354733   ,6.666667      ,100.0       ,45.2              ,D
603699    ,Industrials           ,Asia / Pacific             ,25.96812963653695  ,22.603506154419996  ,23.333334     ,86.0        ,36.6              ,D
REH       ,Industrials           ,Asia / Pacific             ,15.112643678160914 ,66.20689655172414   ,43.333332     ,44.75       ,39.5              ,D
300724    ,Information Technology,Asia / Pacific             ,1.1705253370525368 ,36.82008368200837   ,30.000002     ,53.750004   ,26.4              ,F
9404      ,Communication Services,Asia / Pacific             ,36.144917257683204 ,76.35933806146572   ,20.0          ,66.75       ,49.1              ,D
TNE       ,Information Technology,Asia / Pacific             ,63.84568354120811  ,15.443873807776987  ,56.666668     ,69.0        ,51.3              ,C
002185    ,Information Technology,Asia / Pacific             ,23.709536307961507 ,98.4251968503937    ,6.666667      ,81.25       ,50.5              ,C
533758    ,Materials             ,Asia / Pacific             ,35.91900654133874  ,50.20105165480977   ,56.666668     ,79.49999    ,52.4              ,C
1101      ,Materials             ,Asia / Pacific             ,57.18533333333335  ,32.400000000000006  ,10.0          ,66.75       ,43.5              ,D
8046      ,Information Technology,Asia / Pacific             ,30.07100364613318  ,30.915371329879104  ,36.666668     ,70.75       ,39.7              ,D
SFR       ,Materials             ,Asia / Pacific             ,22.78387003191182  ,68.66840731070496   ,40.0          ,48.0        ,42.7              ,D
688608    ,Information Technology,Asia / Pacific             ,67.89777523622796  ,78.9582958908586    ,13.333334     ,97.5        ,65.7              ,B
JSWINFRA  ,Industrials           ,Asia / Pacific             ,70.0192730565257   ,51.49398525417151   ,46.666668     ,82.25       ,63.2              ,C
5E2       ,Industrials           ,Asia / Pacific             ,57.58432539682538  ,46.428571428571445  ,30.000002     ,77.75       ,53.3              ,C
A000880   ,Industrials           ,Asia / Pacific             ,38.77296236846799  ,35.79454253611557   ,33.333336     ,87.5        ,46.7              ,D
001203    ,Materials             ,Asia / Pacific             ,12.091503267973856 ,100.0               ,3.3333335     ,100.0       ,49.9              ,D
3099      ,Consumer Discretionary,Asia / Pacific             ,27.56701883131945  ,57.10761055228697   ,30.000002     ,61.0        ,42.1              ,D
RMS       ,Materials             ,Asia / Pacific             ,38.20362212432697  ,43.83259911894274   ,33.333336     ,92.49999    ,49.5              ,D
688065    ,Materials             ,Asia / Pacific             ,46.25918701109338  ,93.08388012058874   ,6.666667      ,100.0       ,60.8              ,C
CMH       ,Consumer Discretionary,Africa / Middle East       ,38.379510616014485 ,68.00914024564409   ,6.666667      ,0.0         ,31.8              ,F
002223    ,Health Care           ,Asia / Pacific             ,53.55281207133058  ,82.27160493827161   ,16.666668     ,97.5        ,62.1              ,C
688017    ,Industrials           ,Asia / Pacific             ,3.6560342655580764 ,18.321995464852627  ,43.333332     ,69.75       ,28.5              ,F
ALKIM     ,Materials             ,Africa / Middle East       ,38.27638082957233  ,100.0               ,3.3333335     ,50.0        ,49.1              ,D
270       ,Utilities             ,Asia / Pacific             ,53.27223026210002  ,71.05643994211289   ,23.333334     ,94.50001    ,60.0              ,C
300548    ,Information Technology,Asia / Pacific             ,20.174065242350533 ,100.0               ,3.3333335     ,75.0        ,47.7              ,D
A443060   ,Industrials           ,Asia / Pacific             ,79.68823253633379  ,57.80590717299579   ,33.333336     ,85.0        ,66.0              ,B
ANTM      ,Materials             ,Asia / Pacific             ,28.029264746227717 ,13.580246913580252  ,50.0          ,79.99999    ,39.2              ,D
688169    ,Consumer Discretionary,Asia / Pacific             ,73.56729673354407  ,64.51841816656989   ,40.0          ,91.99999    ,68.3              ,B
000661    ,Health Care           ,Asia / Pacific             ,90.16320143080706  ,88.41046277665995   ,6.666667      ,93.75       ,73.7              ,B
523457    ,Materials             ,Asia / Pacific             ,45.66283468421862  ,53.268196001670745  ,6.666667      ,75.0        ,45.6              ,D
OOMS      ,Energy                ,Africa / Middle East       ,35.9878649981039   ,100.0               ,3.3333335     ,75.0        ,53.3              ,C
3350      ,Consumer Discretionary,Asia / Pacific             ,100.0              ,0.0                 ,6.666667      ,100.0       ,56.3              ,C
4958      ,Information Technology,Latin America and Caribbean,33.716475095785434 ,68.39080459770115   ,33.333336     ,72.5        ,50.1              ,C
GGP       ,Materials             ,Asia / Pacific             ,16.28930817610063  ,34.74842767295597   ,26.666668     ,75.0        ,34.7              ,F
300474    ,Information Technology,Asia / Pacific             ,48.60073132001807  ,99.34443424675496   ,6.666667      ,100.0       ,63.2              ,C
600968    ,Energy                ,Asia / Pacific             ,55.442176870748305 ,89.79591836734693   ,6.666667      ,100.0       ,63.2              ,C
5406      ,Materials             ,Asia / Pacific             ,21.445868449094245 ,59.895379250217964  ,23.333334     ,53.500004   ,37.8              ,D
688213    ,Information Technology,Asia / Pacific             ,51.290684624017956 ,100.0               ,3.3333335     ,93.75       ,62.4              ,C
9606      ,Health Care           ,Asia / Pacific             ,56.87588981739399  ,60.88754874651811   ,23.333334     ,93.75       ,58.5              ,C
AXIATA    ,Communication Services,Asia / Pacific             ,46.29188712522045  ,0.0                 ,70.0          ,68.75       ,44.0              ,D
598       ,Industrials           ,Asia / Pacific             ,29.946062567421787 ,40.55533980582524   ,26.666668     ,65.75       ,39.1              ,D
600562    ,Information Technology,Asia / Pacific             ,58.30290384280996  ,94.55399061032863   ,6.666667      ,90.0        ,63.4              ,C
002436    ,Information Technology,Asia / Pacific             ,0.0                ,56.33561643835616   ,10.0          ,87.5        ,33.6              ,F
603606    ,Industrials           ,Asia / Pacific             ,61.20331950207467  ,48.13278008298756   ,33.333336     ,89.75       ,58.1              ,C
002683    ,Materials             ,Asia / Pacific             ,0.0                ,100.0               ,3.3333335     ,95.00001    ,44.7              ,D
000876    ,Consumer Staples      ,Asia / Pacific             ,31.573655103066862 ,41.17647058823529   ,10.0          ,65.0        ,36.3              ,D
9143      ,Industrials           ,Asia / Pacific             ,53.750554815801145 ,56.724367509986685  ,33.333336     ,62.5        ,52.2              ,C
688099    ,Information Technology,Asia / Pacific             ,46.38921439816294  ,66.12336209651646   ,6.666667      ,100.0       ,54.1              ,C
GML       ,Materials             ,Europe                     ,100.0              ,100.0               ,3.3333335     ,100.0       ,80.7              ,A
AC        ,Industrials           ,Asia / Pacific             ,77.81877818778187  ,70.47970479704797   ,26.666668     ,90.75       ,68.3              ,B
HVN       ,Consumer Discretionary,Asia / Pacific             ,43.41199606686331  ,58.70206489675516   ,40.0          ,64.5        ,50.8              ,C
QUB       ,Industrials           ,Asia / Pacific             ,38.37409736780806  ,81.1320754716981    ,36.666668     ,66.0        ,54.2              ,C
688322    ,Information Technology,Asia / Pacific             ,46.5581553068837   ,100.0               ,3.3333335     ,87.5        ,59.5              ,C
000703    ,Materials             ,Asia / Pacific             ,0.0                ,100.0               ,3.3333335     ,100.0       ,45.7              ,D
CPF       ,Consumer Staples      ,Asia / Pacific             ,49.882744495647714 ,37.78801843317973   ,46.666668     ,64.25       ,49.1              ,D
002472    ,Consumer Discretionary,Asia / Pacific             ,42.19051051051051  ,45.945945945945944  ,63.333332     ,91.25       ,57.2              ,C
RHC       ,Health Care           ,Asia / Pacific             ,36.956864170604625 ,45.39258451472191   ,43.333332     ,60.75       ,45.1              ,D
3888      ,Communication Services,Asia / Pacific             ,63.30667789001123  ,40.14962121212121   ,36.666668     ,83.25       ,56.2              ,C
5929      ,Industrials           ,Asia / Pacific             ,54.65546524291444  ,61.74994023428162   ,23.333334     ,67.75       ,52.8              ,C
600332    ,Health Care           ,Asia / Pacific             ,41.44395692062225  ,43.35859593139211   ,6.666667      ,50.0        ,36.7              ,D
TEZOL     ,Consumer Staples      ,Africa / Middle East       ,100.0              ,100.0               ,3.3333335     ,100.0       ,80.7              ,A
GMD       ,Materials             ,Asia / Pacific             ,41.911719939117205 ,42.465753424657535  ,36.666668     ,72.75       ,47.2              ,D
FB        ,Consumer Staples      ,Asia / Pacific             ,92.85714285714286  ,42.85714285714286   ,6.666667      ,100.0       ,64.5              ,C
NXT       ,Information Technology,Asia / Pacific             ,98.84615384615384  ,4.9230769230769305  ,46.666668     ,89.25001    ,63.0              ,C
002130    ,Industrials           ,Asia / Pacific             ,76.54916247008822  ,100.0               ,3.3333335     ,91.75       ,70.8              ,B
ICBP      ,Consumer Staples      ,Asia / Pacific             ,86.05590062111801  ,19.254658385093173  ,66.66667      ,92.49999    ,66.8              ,B
688313    ,Information Technology,Asia / Pacific             ,18.263090676883785 ,100.0               ,3.3333335     ,81.25       ,48.3              ,D
2702      ,Consumer Discretionary,Asia / Pacific             ,53.535353535353536 ,100.0               ,3.3333335     ,75.0        ,59.4              ,C
688318    ,Information Technology,Asia / Pacific             ,40.02606410001547  ,100.0               ,3.3333335     ,100.0       ,59.7              ,C
VNM       ,Consumer Staples      ,Asia / Pacific             ,30.980630108556817 ,58.04597701149425   ,50.0          ,86.74999    ,52.7              ,C
689009    ,Consumer Discretionary,Asia / Pacific             ,91.88497608844172  ,51.31358300726664   ,30.000002     ,95.00001    ,70.0              ,B
000877    ,Materials             ,Asia / Pacific             ,76.0998567628402   ,84.53038674033148   ,6.666667      ,100.0       ,69.1              ,B
IRCTC     ,Industrials           ,Asia / Pacific             ,63.888225036954424 ,0.0                 ,26.666668     ,61.0        ,39.9              ,D
600298    ,Consumer Staples      ,Asia / Pacific             ,35.70638851368251  ,69.49572264745612   ,26.666668     ,93.25       ,53.9              ,C
688220    ,Information Technology,Asia / Pacific             ,75.38142532310701  ,100.0               ,3.3333335     ,100.0       ,72.1              ,B
SUGR      ,Consumer Staples      ,Africa / Middle East       ,98.67464864600164  ,38.7395328338475    ,10.0          ,83.25       ,62.9              ,C
300373    ,Information Technology,Asia / Pacific             ,36.99444600455552  ,54.64757090704859   ,10.0          ,90.0        ,46.6              ,D
UNVR      ,Consumer Staples      ,Asia / Pacific             ,26.480222222222217 ,14.28571428571429   ,60.000004     ,61.0        ,37.0              ,D
TATACOMM  ,Communication Services,Asia / Pacific             ,54.04713958230428  ,66.37410235951214   ,33.333336     ,75.0        ,57.2              ,C
603160    ,Information Technology,Asia / Pacific             ,29.964709656721194 ,66.31376323387873   ,16.666668     ,71.5        ,44.7              ,D
301171    ,Communication Services,Asia / Pacific             ,0.0                ,100.0               ,3.3333335     ,100.0       ,45.7              ,D
KLK       ,Consumer Staples      ,Asia / Pacific             ,43.103888888888896 ,79.5                ,53.333336     ,64.0        ,58.4              ,C
603650    ,Materials             ,Asia / Pacific             ,16.655976053025444 ,100.0               ,3.3333335     ,93.75       ,50.2              ,C
000983    ,Energy                ,Asia / Pacific             ,49.81316137566139  ,56.845238095238095  ,10.0          ,87.5        ,51.1              ,C
GVR       ,Materials             ,Asia / Pacific             ,26.317961312287213 ,84.40111420612814   ,10.0          ,83.25       ,49.0              ,D
523642    ,Materials             ,Asia / Pacific             ,52.79683728672494  ,2.1631124359856257  ,86.666664     ,57.75       ,47.9              ,D
YATAS     ,Consumer Discretionary,Africa / Middle East       ,70.8455522971652   ,76.71065493646138   ,6.666667      ,100.0       ,65.3              ,B
A000100   ,Health Care           ,Asia / Pacific             ,75.19880094737925  ,0.0                 ,60.000004     ,76.5        ,53.6              ,C
300567    ,Information Technology,Asia / Pacific             ,0.0                ,77.11552612214865   ,13.333334     ,82.25       ,38.4              ,D
8         ,Communication Services,Asia / Pacific             ,31.511839708561023 ,89.0710382513661    ,6.666667      ,75.0        ,49.6              ,D
