ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,dividend_cut_probability,fcf_dividend_coverage,payout_ratio          ,dividend_streak,dividend_consistency,yield_vs_5y_avg      ,sustainable_flag,safety_score      ,risk_category
VIK       ,Viking Holdings Ltd                                             ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,BM     ,NYSE    ,0.33999999999999997     ,935.6805555555555    ,0.0006747132468700802 ,0              ,0.0                 ,                     ,0               ,66.0              ,Monitor
BZ        ,Kanzhun Limited                                                 ,Industrials           ,Professional Services                                ,CN     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
PATH      ,UiPath Inc.                                                     ,Information Technology,Software                                             ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
MANU      ,Manchester United plc                                           ,Communication Services,Entertainment                                        ,GB     ,NYSE    ,0.37                    ,                     ,0.0                   ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
DSG       ,The Descartes Systems Group Inc.                                ,Information Technology,Software                                             ,CA     ,TSX     ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
AVAV      ,AeroVironment Inc.                                              ,Industrials           ,Aerospace and Defense                                ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
NTSK      ,Netskope Inc.                                                   ,Information Technology,Software                                             ,US     ,NasdaqGS,0.37                    ,                     ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
WDO       ,Wesdome Gold Mines Ltd.                                         ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,0.37                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
CLASB     ,Clas Ohlson AB (publ)                                           ,Consumer Discretionary,Specialty Retail                                     ,SE     ,OM      ,0.33999999999999997     ,4.873734683004795    ,0.3489171856120457    ,1              ,0.1                 ,0.2843691148775895   ,0               ,66.0              ,Monitor
BOY       ,Bodycote plc                                                    ,Industrials           ,Machinery                                            ,GB     ,LSE     ,0.52                    ,1.7006335797254488   ,                      ,1              ,0.1                 ,0.8994252873563219   ,0               ,48.0              ,Borderline
2381      ,Arabian Drilling Company                                        ,Energy                ,Energy Equipment and Services                        ,SA     ,SASE    ,0.33999999999999997     ,2.6053783614759225   ,0.47105612019443216   ,1              ,0.1                 ,                     ,0               ,66.0              ,Monitor
1303      ,Nan Ya Plastics Corporation                                     ,Materials             ,Chemicals                                            ,TW     ,TWSE    ,0.52                    ,1.8059129482617027   ,-51.306179775280896   ,1              ,0.1                 ,0.19742489270386265  ,0               ,48.0              ,Borderline
000408    ,Zangge Mining Company Limited                                   ,Materials             ,Chemicals                                            ,CN     ,SZSE    ,0.72                    ,0.9738283903101653   ,                      ,2              ,0.2                 ,0.20707964601769913  ,0               ,28.000000000000004,At Risk
601138    ,Foxconn Industrial Internet Co. Ltd.                            ,Information Technology,Electronic Equipment Instruments and Components      ,CN     ,SHSE    ,0.95                    ,0.1270297469983851   ,0.5013387964677363    ,0              ,0.0                 ,0.4755244755244755   ,0               ,5.000000000000004 ,At Risk
2357      ,ASUSTeK Computer Inc.                                           ,Information Technology,Technology Hardware Storage and Peripherals          ,TW     ,TWSE    ,0.57                    ,0.8355360828475215   ,0.7258844556589392    ,3              ,0.3                 ,1.0324074074074074   ,0               ,43.00000000000001 ,Borderline
HAR       ,Harmony Gold Mining Company Limited                             ,Materials             ,Metals and Mining                                    ,ZA     ,JSE     ,0.33999999999999997     ,5.295343988881167    ,                      ,1              ,0.1                 ,0.8090909090909091   ,0               ,66.0              ,Monitor
2368      ,Gold Circuit Electronics Ltd.                                   ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,TWSE    ,0.87                    ,-0.3951983298538622  ,0.36693733721464683   ,2              ,0.2                 ,0.4277456647398844   ,0               ,13.0              ,At Risk
293       ,Cathay Pacific Airways Limited                                  ,Industrials           ,Passenger Airlines                                   ,HK     ,SEHK    ,0.33999999999999997     ,3.0805844626230146   ,                      ,1              ,0.1                 ,0.8733766233766234   ,0               ,66.0              ,Monitor
ERG       ,ERG S.p.A.                                                      ,Utilities             ,Independent Power and Renewable Electricity Producers,IT     ,BIT     ,0.03                    ,3.911768149882904    ,0.9447425189446319    ,6              ,0.6                 ,1.2074468085106382   ,1               ,97.0              ,Safe
URC       ,Universal Robina Corporation                                    ,Consumer Staples      ,Food Products                                        ,PH     ,PSE     ,0.72                    ,-0.03502771553249204 ,0.5245932067066758    ,3              ,0.3                 ,1.4128440366972477   ,0               ,28.000000000000004,At Risk
600132    ,Chongqing Brewery Co. Ltd.                                      ,Consumer Staples      ,Beverages                                            ,CN     ,SHSE    ,0.52                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
AVOL      ,Avolta AG                                                       ,Consumer Discretionary,Specialty Retail                                     ,CH     ,SWX     ,0.32                    ,16.594152241455838   ,                      ,2              ,0.2                 ,1.6694915254237288   ,0               ,68.0              ,Monitor
2356      ,Inventec Corporation                                            ,Information Technology,Technology Hardware Storage and Peripherals          ,TW     ,TWSE    ,0.72                    ,-3.1402439024390243  ,0.6782372881355933    ,2              ,0.2                 ,0.8483516483516483   ,0               ,28.000000000000004,At Risk
WCH       ,Wacker Chemie AG                                                ,Materials             ,Chemicals                                            ,DE     ,XTRA    ,0.95                    ,-2.124197782963827   ,7.686098654708521     ,1              ,0.1                 ,0.5124555160142349   ,0               ,5.000000000000004 ,At Risk
551       ,Yue Yuen Industrial (Holdings) Limited                          ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,HK     ,SEHK    ,0.52                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
UN0       ,Uniper SE                                                       ,Utilities             ,Independent Power and Renewable Electricity Producers,DE     ,XTRA    ,0.82                    ,-1998.7863247863247  ,0.003134544285484649  ,1              ,0.1                 ,0.003745318352059925 ,0               ,18.000000000000004,At Risk
6415      ,Silergy Corp.                                                   ,Information Technology,Semiconductors and Semiconductor Equipment           ,KY     ,TWSE    ,0.27                    ,1.421623397962537    ,0.3617881345856616    ,2              ,0.2                 ,1.1733333333333333   ,0               ,73.0              ,Monitor
CMIN3     ,CSN Mineração S.A.                                              ,Materials             ,Metals and Mining                                    ,BR     ,BOVESPA ,0.6699999999999999      ,0.8521949787109089   ,1.466971074113162     ,0              ,0.0                 ,                     ,0               ,33.00000000000001 ,At Risk
3260      ,ADATA Technology Co. Ltd.                                       ,Information Technology,Semiconductors and Semiconductor Equipment           ,TW     ,TPEX    ,0.42000000000000004     ,1.6231884057971013   ,0.9479036574487065    ,3              ,0.3                 ,0.5114942528735632   ,0               ,57.99999999999999 ,Borderline
A000990   ,DB HiTek CO. LTD.                                               ,Information Technology,Semiconductors and Semiconductor Equipment           ,KR     ,KOSE    ,0.39                    ,5.204387670091641    ,                      ,2              ,0.2                 ,0.9928571428571429   ,0               ,61.0              ,Borderline
A017800   ,Hyundai Elevator Co. Ltd                                        ,Industrials           ,Machinery                                            ,KR     ,KOSE    ,0.37                    ,                     ,0.0                   ,1              ,0.1                 ,1.4094707520891365   ,0               ,63.0              ,Borderline
6088      ,FIT Hon Teng Limited                                            ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,SEHK    ,0.37                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
000661    ,Changchun High-Tech Industry (Group) Co. Ltd.                   ,Health Care           ,Pharmaceuticals                                      ,CN     ,SZSE    ,0.8999999999999999      ,-1.148936170212766   ,                      ,1              ,0.1                 ,1.9285714285714286   ,0               ,10.000000000000009,At Risk
2404      ,United Integrated Services Co. Ltd.                             ,Industrials           ,Construction and Engineering                         ,TW     ,TWSE    ,0.39                    ,5.148695451396906    ,0.8238539090736161    ,4              ,0.4                 ,0.514003294892916    ,0               ,61.0              ,Borderline
FAN       ,Volution Group plc                                              ,Industrials           ,Building Products                                    ,GB     ,LSE     ,0.33999999999999997     ,4.125498007968128    ,                      ,1              ,0.1                 ,0.950354609929078    ,0               ,66.0              ,Monitor
KARN      ,Kardex Holding AG                                               ,Industrials           ,Machinery                                            ,CH     ,SWX     ,0.42000000000000004     ,1.1710134780325574   ,                      ,3              ,0.3                 ,1.1224489795918366   ,0               ,57.99999999999999 ,Borderline
VIV       ,Vivendi SE                                                      ,Communication Services,Entertainment                                        ,FR     ,ENXTPA  ,0.49                    ,29.027594990447888   ,                      ,1              ,0.1                 ,0.5187319884726225   ,0               ,51.0              ,Borderline
RUI       ,Rubis                                                           ,Utilities             ,Gas Utilities                                        ,FR     ,ENXTPA  ,0.33                    ,1.1646060053558203   ,                      ,5              ,0.5                 ,1.160337552742616    ,1               ,67.0              ,Monitor
4017      ,Dr. Soliman Abdel Kader Fakeeh Hospital Company                 ,Health Care           ,Health Care Providers and Services                   ,SA     ,SASE    ,0.82                    ,-2.038586956521739   ,0.9354346720894764    ,0              ,0.0                 ,                     ,0               ,18.000000000000004,At Risk
ALE       ,Allegro.eu S.A.                                                 ,Consumer Discretionary,Broadline Retail                                     ,LU     ,WSE     ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
ACLN      ,Accelleron Industries AG                                        ,Industrials           ,Electrical Equipment                                 ,CH     ,SWX     ,0.52                    ,1.876085368822527    ,                      ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
4031      ,Saudi Ground Services Company                                   ,Industrials           ,Transportation Infrastructure                        ,SA     ,SASE    ,0.33999999999999997     ,2.494896938162898    ,0.4753162750879863    ,1              ,0.1                 ,1.144                ,0               ,66.0              ,Monitor
CEL       ,Cellcom Israel Ltd.                                             ,Communication Services,Wireless Telecommunication Services                  ,IL     ,TASE    ,0.27                    ,                     ,                      ,2              ,0.2                 ,                     ,0               ,73.0              ,Monitor
S         ,SentinelOne Inc.                                                ,Information Technology,Software                                             ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
CPB       ,The Campbell's Company                                          ,Consumer Staples      ,Food Products                                        ,US     ,NasdaqGS,0.27                    ,1.4838012958963283   ,0.5415204678362573    ,2              ,0.2                 ,1.4929178470254958   ,0               ,73.0              ,Monitor
UEC       ,Uranium Energy Corp.                                            ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSEAM  ,0.37                    ,                     ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
ALH       ,Alliance Laundry Holdings Inc.                                  ,Industrials           ,Machinery                                            ,US     ,NYSE    ,0.37                    ,                     ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
TTAN      ,ServiceTitan Inc.                                               ,Information Technology,Software                                             ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
RBRK      ,Rubrik Inc.                                                     ,Information Technology,Software                                             ,US     ,NYSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
EMPA      ,Empire Company Limited                                          ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,CA     ,TSX     ,0.49                    ,7.194993886211609    ,0.28256407129646566   ,1              ,0.1                 ,1.0059171597633136   ,0               ,51.0              ,Borderline
DG        ,Dollar General Corporation                                      ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,US     ,NYSE    ,0.49                    ,4.5048042670363735   ,0.3567807089859852    ,1              ,0.1                 ,1.006578947368421    ,0               ,51.0              ,Borderline
ULTA      ,Ulta Beauty Inc.                                                ,Consumer Discretionary,Specialty Retail                                     ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
BMW       ,Bayerische Motoren Werke Aktiengesellschaft                     ,Consumer Discretionary,Automobiles                                          ,DE     ,XTRA    ,0.95                    ,0.011372340521397482 ,0.5386046252018778    ,1              ,0.1                 ,1.1735395189003437   ,0               ,5.000000000000004 ,At Risk
ADBE      ,Adobe Inc.                                                      ,Information Technology,Software                                             ,US     ,NasdaqGS,0.37                    ,                     ,0.0                   ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
DKS       ,DICK'S Sporting Goods Inc.                                      ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,0.5700000000000001      ,0.2245534808199716   ,0.34124043356304323   ,12             ,1.0                 ,1.1534391534391535   ,0               ,42.99999999999999 ,Borderline
EDV       ,Endeavour Mining plc                                            ,Materials             ,Metals and Mining                                    ,GB     ,TSX     ,0.49                    ,3.7718345173422483   ,0.35766597913490566   ,0              ,0.0                 ,0.5830258302583026   ,0               ,51.0              ,Borderline
DTG       ,Daimler Truck Holding AG                                        ,Industrials           ,Machinery                                            ,DE     ,XTRA    ,0.33999999999999997     ,2.0020450136042927   ,0.4479921696574225    ,1              ,0.1                 ,                     ,0               ,66.0              ,Monitor
4291      ,National Company for Learning and Education                     ,Consumer Discretionary,Diversified Consumer Services                        ,SA     ,SASE    ,0.6699999999999999      ,0.7782392026578073   ,1.1189591078066914    ,1              ,0.1                 ,1.376068376068376    ,0               ,33.00000000000001 ,At Risk
BNR       ,Brenntag SE                                                     ,Industrials           ,Trading Companies and Distributors                   ,DE     ,XTRA    ,0.24000000000000002     ,2.2140750105351876   ,0.8905874699759808    ,2              ,0.2                 ,1.3522727272727273   ,0               ,76.0              ,Monitor
2207      ,Hotai Motor Co.Ltd.                                             ,Consumer Discretionary,Specialty Retail                                     ,TW     ,TWSE    ,0.42                    ,2.284975652459375    ,0.6295141818933301    ,1              ,0.1                 ,1.5368852459016393   ,0               ,58.00000000000001 ,Borderline
GOTO      ,PT GoTo Gojek Tokopedia Tbk                                     ,Consumer Discretionary,Broadline Retail                                     ,ID     ,IDX     ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
HTWS      ,Helios Towers plc                                               ,Communication Services,Diversified Telecommunication Services               ,GB     ,LSE     ,0.37                    ,                     ,                      ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
8464      ,Nien Made Enterprise Co. LTD.                                   ,Consumer Discretionary,Household Durables                                   ,TW     ,TWSE    ,0.27                    ,1.4227706435181864   ,0.6465213358070501    ,3              ,0.3                 ,1.1547987616099071   ,0               ,73.0              ,Monitor
BAVA      ,Bavarian Nordic A/S                                             ,Health Care           ,Biotechnology                                        ,DK     ,CPSE    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
SDF       ,K+S Aktiengesellschaft                                          ,Materials             ,Chemicals                                            ,DE     ,XTRA    ,0.95                    ,0.1479089790897909   ,0.5036394610500232    ,1              ,0.1                 ,0.3211009174311927   ,0               ,5.000000000000004 ,At Risk
A000100   ,Yuhan Corporation                                               ,Health Care           ,Pharmaceuticals                                      ,KR     ,KOSE    ,0.52                    ,1.3194756554307117   ,0.4838709677419355    ,1              ,0.1                 ,0.8727272727272727   ,0               ,48.0              ,Borderline
RWE       ,RWE Aktiengesellschaft                                          ,Utilities             ,Independent Power and Renewable Electricity Producers,DE     ,XTRA    ,0.72                    ,-6.355539472219129   ,0.3889175179605323    ,4              ,0.4                 ,0.7681159420289855   ,0               ,28.000000000000004,At Risk
2609      ,Yang Ming Marine Transport Corporation                          ,Industrials           ,Marine Transportation                                ,TW     ,TWSE    ,0.42000000000000004     ,1.3031830084375908   ,0.9574242863191674    ,2              ,0.2                 ,0.5990897807199007   ,0               ,57.99999999999999 ,Borderline
9904      ,Pou Chen Corporation                                            ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,TW     ,TWSE    ,0.35000000000000003     ,1.54742926680864     ,0.44813764519823307   ,2              ,0.2                 ,1.5971830985915494   ,0               ,64.99999999999999 ,Borderline
2105      ,Cheng Shin Rubber Ind. Co. Ltd.                                 ,Consumer Discretionary,Automobile Components                                ,TW     ,TWSE    ,0.35000000000000003     ,1.3883187088686932   ,1.5237867844565154    ,4              ,0.4                 ,2.2374301675977653   ,0               ,64.99999999999999 ,Borderline
2347      ,Synnex Technology International Corporation                     ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,TWSE    ,0.24000000000000002     ,2.591419956140351    ,0.7720634920634921    ,2              ,0.2                 ,1.071556350626118    ,0               ,76.0              ,Monitor
INF       ,Informa plc                                                     ,Communication Services,Media                                                ,GB     ,LSE     ,0.42                    ,3.266328118120175    ,                      ,1              ,0.1                 ,2.2264150943396226   ,0               ,58.00000000000001 ,Borderline
REY       ,Reply S.p.A.                                                    ,Information Technology,IT Services                                          ,IT     ,BIT     ,0.27                    ,                     ,                      ,2              ,0.2                 ,                     ,0               ,73.0              ,Monitor
ZAL       ,Zalando SE                                                      ,Consumer Discretionary,Specialty Retail                                     ,DE     ,XTRA    ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
BANB      ,Bachem Holding AG                                               ,Health Care           ,Life Sciences Tools and Services                     ,CH     ,SWX     ,0.6                     ,-3.8946553059643687  ,                      ,6              ,0.6                 ,0.7560975609756098   ,0               ,40.0              ,Borderline
ACE       ,ACEA S.p.A.                                                     ,Utilities             ,Multi-Utilities                                      ,IT     ,BIT     ,0.39                    ,2.437908496732026    ,0.5659359305008823    ,4              ,0.4                 ,0.655                ,0               ,61.0              ,Borderline
RRTL      ,RTL Group S.A.                                                  ,Communication Services,Media                                                ,LU     ,XTRA    ,0.52                    ,1.7265531726730046   ,                      ,1              ,0.1                 ,0.7972027972027972   ,0               ,48.0              ,Borderline
ANTARCHILE,AntarChile S.A.                                                 ,Industrials           ,Industrial Conglomerates                             ,CL     ,SNSE    ,0.52                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,48.0              ,Borderline
AVIO      ,Avio S.p.A.                                                     ,Industrials           ,Aerospace and Defense                                ,IT     ,BIT     ,0.33999999999999997     ,15.559090909090909   ,                      ,1              ,0.1                 ,0.18461538461538463  ,0               ,66.0              ,Monitor
1402      ,Far Eastern New Century Corporation                             ,Industrials           ,Industrial Conglomerates                             ,TW     ,TWSE    ,0.24000000000000002     ,3.574240159441953    ,1.0147345612134344    ,2              ,0.2                 ,1.2747252747252746   ,0               ,76.0              ,Monitor
GEBN      ,Geberit AG                                                      ,Industrials           ,Building Products                                    ,CH     ,SWX     ,0.15                    ,1.6026147015293537   ,0.7099346669360813    ,13             ,1.0                 ,0.8539823008849557   ,1               ,85.0              ,Safe
4164      ,Nahdi Medical Company                                           ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,SA     ,SASE    ,0.37                    ,1.3780135998351535   ,0.8957593096765263    ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
OTEL      ,Oman Telecommunications Company SAOG                            ,Communication Services,Diversified Telecommunication Services               ,OM     ,MSM     ,0.49                    ,12.78588081693556    ,0.4174972745678243    ,1              ,0.1                 ,0.750814332247557    ,0               ,51.0              ,Borderline
19        ,Swire Pacific Limited                                           ,Industrials           ,Industrial Conglomerates                             ,HK     ,SEHK    ,0.37                    ,1.8631573571221847   ,                      ,1              ,0.1                 ,0.5833333333333334   ,0               ,63.0              ,Borderline
HYPE3     ,Hypera S.A.                                                     ,Health Care           ,Pharmaceuticals                                      ,BR     ,BOVESPA ,0.32                    ,2.702050312636324    ,0.8920163434723393    ,2              ,0.2                 ,1.523659305993691    ,0               ,68.0              ,Monitor
3324      ,Auras Technology Co. Ltd.                                       ,Information Technology,Technology Hardware Storage and Peripherals          ,TW     ,TPEX    ,0.87                    ,-1.8855116514690984  ,0.4277665414620052    ,2              ,0.2                 ,0.45933014354066987  ,0               ,13.0              ,At Risk
688256    ,Cambricon Technologies Corporation Limited                      ,Information Technology,Semiconductors and Semiconductor Equipment           ,CN     ,SHSE    ,0.82                    ,-118.65789473684211  ,                      ,0              ,0.0                 ,                     ,0               ,18.000000000000004,At Risk
EMSTEEL   ,EMSTEEL Building Materials PJSC                                 ,Materials             ,Construction Materials                               ,AE     ,ADX     ,0.37                    ,                     ,                      ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
1102      ,Asia Cement Corporation                                         ,Materials             ,Construction Materials                               ,TW     ,TWSE    ,0.27                    ,1.8179545276974765   ,0.6563926355197702    ,2              ,0.2                 ,0.9754224270353302   ,0               ,73.0              ,Monitor
JFC       ,Jollibee Foods Corporation                                      ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,PH     ,PSE     ,0.45                    ,                     ,0.0                   ,1              ,0.1                 ,1.5555555555555556   ,0               ,55.00000000000001 ,Borderline
2588      ,BOC Aviation Limited                                            ,Industrials           ,Trading Companies and Distributors                   ,SG     ,SEHK    ,0.82                    ,-2.8914838989080334  ,                      ,1              ,0.1                 ,1.0223325062034738   ,0               ,18.000000000000004,At Risk
3491      ,Universal Microwave Technology Inc.                             ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,TPEX    ,0.95                    ,0.3349244232299125   ,0.8313492063492064    ,1              ,0.1                 ,0.18834080717488788  ,0               ,5.000000000000004 ,At Risk
A196170   ,ALTEOGEN Inc.                                                   ,Health Care           ,Biotechnology                                        ,KR     ,KOSDAQ  ,0.37                    ,                     ,0.0                   ,0              ,0.0                 ,                     ,0               ,63.0              ,Borderline
2345      ,Accton Technology Corporation                                   ,Information Technology,Communications Equipment                             ,TW     ,TWSE    ,0.39                    ,3.9091720376797223   ,0.2732951235044646    ,4              ,0.4                 ,0.42857142857142855  ,0               ,61.0              ,Borderline
2354      ,Foxconn Technology Co. Ltd.                                     ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,TWSE    ,0.49                    ,2.5148530090811145   ,2.1971592830571525    ,1              ,0.1                 ,0.839041095890411    ,0               ,51.0              ,Borderline
6139      ,L&K Engineering Co. Ltd.                                        ,Industrials           ,Commercial Services and Supplies                     ,TW     ,TWSE    ,0.03                    ,4.062715818945404    ,                      ,5              ,0.5                 ,0.9022801302931596   ,1               ,97.0              ,Safe
3045      ,Taiwan Mobile Co. Ltd.                                          ,Communication Services,Wireless Telecommunication Services                  ,TW     ,TWSE    ,0.37                    ,                     ,0.0                   ,1              ,0.1                 ,                     ,0               ,63.0              ,Borderline
2027      ,Ta Chen Stainless Pipe Co. Ltd.                                 ,Materials             ,Metals and Mining                                    ,TW     ,TWSE    ,0.95                    ,-2.6042940793754066  ,0.3856189472627829    ,1              ,0.1                 ,0.7740112994350282   ,0               ,5.000000000000004 ,At Risk
2615      ,Wan Hai Lines Ltd.                                              ,Industrials           ,Marine Transportation                                ,TW     ,TWSE    ,0.5700000000000001      ,1.1900875178449506   ,0.28689721490134623   ,2              ,0.2                 ,0.8759124087591241   ,0               ,42.99999999999999 ,Borderline
2317      ,Hon Hai Precision Industry Co. Ltd.                             ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,TWSE    ,0.75                    ,-0.22242230502960258 ,0.4230226350356553    ,5              ,0.5                 ,0.6931216931216931   ,0               ,25.0              ,At Risk
3231      ,Wistron Corporation                                             ,Information Technology,Technology Hardware Storage and Peripherals          ,TW     ,TWSE    ,0.5700000000000001      ,-17.65673420738975   ,0.44787774205161945   ,11             ,1.0                 ,0.5853131749460043   ,0               ,42.99999999999999 ,Borderline
2603      ,Evergreen Marine Corporation (Taiwan) Ltd.                      ,Industrials           ,Marine Transportation                                ,TW     ,TWSE    ,0.42000000000000004     ,1.5739435551993761   ,0.7752642202019727    ,2              ,0.2                 ,0.8839724680432645   ,0               ,57.99999999999999 ,Borderline
MOVE      ,Medacta Group SA                                                ,Health Care           ,Health Care Equipment and Supplies                   ,CH     ,SWX     ,0.24000000000000002     ,2.8980891719745223   ,                      ,3              ,0.3                 ,1.0                  ,0               ,76.0              ,Monitor
DIC       ,Dubai Investments PJSC                                          ,Industrials           ,Industrial Conglomerates                             ,AE     ,DFM     ,0.72                    ,0.9730741540676746   ,                      ,2              ,0.2                 ,0.7600700525394045   ,0               ,28.000000000000004,At Risk
002916    ,Shennan Circuits Co. Ltd.                                       ,Information Technology,Electronic Equipment Instruments and Components      ,CN     ,SZSE    ,0.72                    ,0.674256427491178    ,0.4112362656347177    ,2              ,0.2                 ,0.45535714285714285  ,0               ,28.000000000000004,At Risk
2327      ,Yageo Corporation                                               ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,TWSE    ,0.24000000000000002     ,2.483000267244707    ,0.5000148473690462    ,4              ,0.4                 ,0.8007968127490039   ,0               ,76.0              ,Monitor
316       ,Orient Overseas (International) Limited                         ,Industrials           ,Marine Transportation                                ,HK     ,SEHK    ,0.52                    ,1.4631716275927407   ,                      ,1              ,0.1                 ,0.6133260513380666   ,0               ,48.0              ,Borderline
BKG       ,The Berkeley Group Holdings plc                                 ,Consumer Discretionary,Household Durables                                   ,GB     ,LSE     ,0.33999999999999997     ,3.4050137994480223   ,                      ,1              ,0.1                 ,0.20266666666666666  ,0               ,66.0              ,Monitor
603929    ,L&K Engineering (Suzhou) Co.Ltd.                                ,Industrials           ,Construction and Engineering                         ,CN     ,SHSE    ,0.49                    ,3.0543246348268505   ,                      ,1              ,0.1                 ,0.7403314917127072   ,0               ,51.0              ,Borderline
1504      ,TECO Electric & Machinery Co. Ltd.                              ,Industrials           ,Electrical Equipment                                 ,TW     ,TWSE    ,0.95                    ,0.058892279722095965 ,0.8725284686420033    ,1              ,0.1                 ,0.7595307917888563   ,0               ,5.000000000000004 ,At Risk
3038      ,Kobe Bussan Co. Ltd.                                            ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,JP     ,TSE     ,0.03                    ,6.485930408472012    ,                      ,5              ,0.5                 ,1.1320754716981132   ,1               ,97.0              ,Safe
HLMA      ,Halma plc                                                       ,Information Technology,Electronic Equipment Instruments and Components      ,GB     ,LSE     ,0.49                    ,5.045702592087312    ,                      ,1              ,0.1                 ,0.7564102564102564   ,0               ,51.0              ,Borderline
GEB       ,Grupo Energía Bogotá S.A. E.S.P.                                ,Utilities             ,Gas Utilities                                        ,CO     ,BVC     ,0.82                    ,0.7015056850622339   ,1.615777959355808     ,1              ,0.1                 ,0.8214643931795386   ,0               ,18.000000000000004,At Risk
8210      ,Chenbro Micom Co. Ltd.                                          ,Information Technology,Technology Hardware Storage and Peripherals          ,TW     ,TWSE    ,0.42000000000000004     ,1.8827678871346993   ,0.306496448059302     ,4              ,0.4                 ,0.2515923566878981   ,0               ,57.99999999999999 ,Borderline
DLG       ,De'Longhi S.p.A.                                                ,Consumer Discretionary,Household Durables                                   ,IT     ,BIT     ,0.27                    ,1.5759021907099355   ,1.319222928408682     ,3              ,0.3                 ,1.1881918819188193   ,0               ,73.0              ,Monitor
6442      ,EZconn Corporation                                              ,Information Technology,Communications Equipment                             ,TW     ,TWSE    ,0.39                    ,3.5750932835820897   ,                      ,2              ,0.2                 ,0.233502538071066    ,0               ,61.0              ,Borderline
1503      ,Shihlin Electric & Engineering Corp.                            ,Industrials           ,Electrical Equipment                                 ,TW     ,TWSE    ,0.44999999999999996     ,0.800546092835782    ,0.7141795895626335    ,5              ,0.5                 ,1.0735294117647058   ,0               ,55.00000000000001 ,Borderline
1910      ,Samsonite Group S.A.                                            ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,LU     ,SEHK    ,0.24000000000000002     ,2.522666666666667    ,0.4948861761794787    ,3              ,0.3                 ,0.9615384615384616   ,0               ,76.0              ,Monitor
600765    ,AVIC Heavy Machinery Co. Ltd.                                   ,Industrials           ,Machinery                                            ,CN     ,SHSE    ,0.95                    ,-4.064               ,                      ,1              ,0.1                 ,0.9130434782608695   ,0               ,5.000000000000004 ,At Risk
