ticker    ,name                                                            ,sector                ,industry                                             ,country,exchange,current_streak,streak_type,continuation_probability,mean_reversion_probability,expected_next_outcome,prediction_confidence,dynamic_total_reports,historical_beat_rate,revision_momentum_score,next_earnings_status
ITV       ,ITV plc                                                         ,Communication Services,Media                                                ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
ENKAI     ,Enka Insaat ve Sanayi A.S.                                      ,Industrials           ,Construction and Engineering                         ,TR     ,IBSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
TWEKA     ,TKH Group N.V.                                                  ,Industrials           ,Electrical Equipment                                 ,NL     ,ENXTAM  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
SCHO      ,Aktieselskabet Schouw & Co.                                     ,Consumer Staples      ,Food Products                                        ,DK     ,CPSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
GFTU      ,Grafton Group plc                                               ,Industrials           ,Trading Companies and Distributors                   ,IE     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
RENE      ,REN - Redes Energéticas Nacionais SGPS S.A.                     ,Utilities             ,Multi-Utilities                                      ,PT     ,ENXTLS  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
ANDR      ,Andritz AG                                                      ,Industrials           ,Machinery                                            ,AT     ,WBAG    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
HBR       ,Harbour Energy plc                                              ,Energy                ,Oil Gas and Consumable Fuels                         ,GB     ,LSE     ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,5                    ,0.0                 ,                       ,Confirmed
2010      ,Saudi Basic Industries Corporation                              ,Materials             ,Chemicals                                            ,SA     ,SASE    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Estimated
CSAN3     ,Cosan S.A.                                                      ,Consumer Discretionary,Specialty Retail                                     ,BR     ,BOVESPA ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,5                    ,0.0                 ,                       ,Confirmed
ENT       ,Entain Plc                                                      ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,IM     ,LSE     ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,5                    ,0.0                 ,                       ,Confirmed
BNJ       ,Banijay Group N.V.                                              ,Communication Services,Entertainment                                        ,FR     ,ENXTAM  ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,3                    ,0.0                 ,                       ,Confirmed
TCELL     ,Turkcell Iletisim Hizmetleri A.S.                               ,Communication Services,Wireless Telecommunication Services                  ,TR     ,IBSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,4                    ,0.0                 ,                       ,Confirmed
DUE       ,Dürr Aktiengesellschaft                                         ,Industrials           ,Machinery                                            ,DE     ,XTRA    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
SOBO      ,South Bow Corporation                                           ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
GAP       ,The Gap Inc.                                                    ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
ROST      ,Ross Stores Inc.                                                ,Consumer Discretionary,Specialty Retail                                     ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
CNQ       ,Canadian Natural Resources Limited                              ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
TTC       ,The Toro Company                                                ,Industrials           ,Machinery                                            ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
GALD      ,Galderma Group AG                                               ,Health Care           ,Pharmaceuticals                                      ,CH     ,SWX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
COST      ,Costco Wholesale Corporation                                    ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
SRP       ,Serco Group plc                                                 ,Industrials           ,Commercial Services and Supplies                     ,GB     ,LSE     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,5                    ,0.0                 ,                       ,Confirmed
STVN      ,Stevanato Group S.p.A.                                          ,Health Care           ,Life Sciences Tools and Services                     ,IT     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
HCM       ,HUTCHMED (China) Limited                                        ,Health Care           ,Pharmaceuticals                                      ,HK     ,AIM     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
BURL      ,Burlington Stores Inc.                                          ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
JD        ,JD.com Inc.                                                     ,Consumer Discretionary,Broadline Retail                                     ,CN     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
ERO       ,Ero Copper Corp.                                                ,Materials             ,Metals and Mining                                    ,CA     ,TSX     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
MRVL      ,Marvell Technology Inc.                                         ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqGS,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
GWRE      ,Guidewire Software Inc.                                         ,Information Technology,Software                                             ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Estimated
CIEN      ,Ciena Corporation                                               ,Information Technology,Communications Equipment                             ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
PLUG      ,Plug Power Inc.                                                 ,Industrials           ,Electrical Equipment                                 ,US     ,NasdaqCM,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,6                    ,0.0                 ,                       ,Estimated
BILI      ,Bilibili Inc.                                                   ,Communication Services,Interactive Media and Services                       ,CN     ,NasdaqGS,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,6                    ,0.0                 ,                       ,Confirmed
VSCO      ,Victoria's Secret & Co.                                         ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Confirmed
BJ        ,BJ's Wholesale Club Holdings Inc.                               ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
BBY       ,Best Buy Co. Inc.                                               ,Consumer Discretionary,Specialty Retail                                     ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
RGTI      ,Rigetti Computing Inc.                                          ,Information Technology,Semiconductors and Semiconductor Equipment           ,US     ,NasdaqCM,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,6                    ,0.0                 ,                       ,Estimated
IOT       ,Samsara Inc.                                                    ,Information Technology,Software                                             ,US     ,NYSE    ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,6                    ,0.0                 ,                       ,Confirmed
COO       ,The Cooper Companies Inc.                                       ,Health Care           ,Health Care Equipment and Supplies                   ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
POU       ,Paramount Resources Ltd.                                        ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Estimated
ELHA      ,Elvalhalcor Hellenic Copper and Aluminium Industry S.A.         ,Materials             ,Metals and Mining                                    ,GR     ,ATSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
EKTAB     ,Elekta AB (publ)                                                ,Health Care           ,Health Care Equipment and Supplies                   ,SE     ,OM      ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
YCA       ,Yellow Cake plc                                                 ,Energy                ,Oil Gas and Consumable Fuels                         ,JE     ,AIM     ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,5                    ,0.0                 ,                       ,Estimated
RTO       ,Rentokil Initial plc                                            ,Industrials           ,Commercial Services and Supplies                     ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
IMP       ,Impala Platinum Holdings Limited                                ,Materials             ,Metals and Mining                                    ,ZA     ,JSE     ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,5                    ,0.0                 ,                       ,Confirmed
RKT       ,Reckitt Benckiser Group plc                                     ,Consumer Staples      ,Household Products                                   ,GB     ,LSE     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,3                    ,0.0                 ,                       ,Confirmed
ELI       ,Elia Group SA/NV                                                ,Utilities             ,Electric Utilities                                   ,BE     ,ENXTBR  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
SAX       ,Ströer SE & Co. KGaA                                            ,Communication Services,Media                                                ,DE     ,XTRA    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,3                    ,0.0                 ,                       ,Confirmed
SYSR      ,Systemair AB (publ)                                             ,Industrials           ,Building Products                                    ,SE     ,OM      ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
DHL       ,Deutsche Post AG                                                ,Industrials           ,Air Freight and Logistics                            ,DE     ,XTRA    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
ENEV3     ,Eneva S.A.                                                      ,Utilities             ,Independent Power and Renewable Electricity Producers,BR     ,BOVESPA ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
R3NK      ,RENK Group AG                                                   ,Industrials           ,Machinery                                            ,DE     ,XTRA    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
AEFES     ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi           ,Consumer Staples      ,Beverages                                            ,TR     ,IBSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
2310      ,Sahara International Petrochemical Company                      ,Materials             ,Chemicals                                            ,SA     ,SASE    ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,6                    ,0.0                 ,                       ,Estimated
UMG       ,Universal Music Group N.V.                                      ,Communication Services,Entertainment                                        ,NL     ,ENXTAM  ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
LREN3     ,Lojas Renner S.A.                                               ,Consumer Discretionary,Specialty Retail                                     ,BR     ,BOVESPA ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
1913      ,Prada S.p.A.                                                    ,Consumer Discretionary,Textiles Apparel and Luxury Goods                    ,IT     ,SEHK    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
2618      ,JD Logistics Inc.                                               ,Industrials           ,Air Freight and Logistics                            ,CN     ,SEHK    ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,1                    ,0.0                 ,                       ,Estimated
ARI       ,African Rainbow Minerals Limited                                ,Materials             ,Metals and Mining                                    ,ZA     ,JSE     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,5                    ,0.0                 ,                       ,Confirmed
COTN      ,Comet Holding AG                                                ,Information Technology,Electronic Equipment Instruments and Components      ,CH     ,SWX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
MTNU      ,MTN Uganda Limited                                              ,Communication Services,Diversified Telecommunication Services               ,UG     ,UGSE    ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,5                    ,0.0                 ,                       ,Estimated
MTEL      ,PT Dayamitra Telekomunikasi Tbk.                                ,Communication Services,Diversified Telecommunication Services               ,ID     ,IDX     ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,6                    ,0.0                 ,                       ,Estimated
3665      ,BizLink Holding Inc.                                            ,Industrials           ,Electrical Equipment                                 ,TW     ,TWSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
VBBR3     ,Vibra Energia S.A.                                              ,Consumer Discretionary,Specialty Retail                                     ,BR     ,BOVESPA ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
6274      ,Taiwan Union Technology Corporation                             ,Information Technology,Electronic Equipment Instruments and Components      ,TW     ,TPEX    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
LHA       ,Deutsche Lufthansa AG                                           ,Industrials           ,Passenger Airlines                                   ,DE     ,XTRA    ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,4                    ,0.0                 ,                       ,Confirmed
CASY      ,Casey's General Stores Inc.                                     ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,US     ,NasdaqGS,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
KFY       ,Korn Ferry                                                      ,Industrials           ,Professional Services                                ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
DML       ,Denison Mines Corp.                                             ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,6                    ,0.0                 ,                       ,Estimated
LMN       ,Lumine Group Inc.                                               ,Information Technology,Software                                             ,CA     ,TSXV    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
SCR       ,Strathcona Resources Ltd.                                       ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
ABM       ,ABM Industries Incorporated                                     ,Industrials           ,Commercial Services and Supplies                     ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Estimated
ALA       ,AltaGas Ltd.                                                    ,Utilities             ,Gas Utilities                                        ,CA     ,TSX     ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Confirmed
YMM       ,Full Truck Alliance Co. Ltd.                                    ,Industrials           ,Ground Transportation                                ,CN     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
INGM      ,Ingram Micro Holding Corporation                                ,Information Technology,Electronic Equipment Instruments and Components      ,US     ,NYSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
SECTB     ,Sectra AB (publ)                                                ,Health Care           ,Health Care Technology                               ,SE     ,OM      ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
THO       ,THOR Industries Inc.                                            ,Consumer Discretionary,Automobiles                                          ,US     ,NYSE    ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,6                    ,0.0                 ,                       ,Estimated
AQN       ,Algonquin Power & Utilities Corp.                               ,Utilities             ,Multi-Utilities                                      ,CA     ,TSX     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,5                    ,0.0                 ,                       ,Confirmed
EMBJ3     ,Embraer S.A.                                                    ,Industrials           ,Aerospace and Defense                                ,BR     ,BOVESPA ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
1326      ,Formosa Chemicals & Fibre Corporation                           ,Materials             ,Chemicals                                            ,TW     ,TWSE    ,1             ,beat       ,0.5525                  ,0.4475                    ,beat                 ,0.9                  ,6                    ,0.0                 ,                       ,Estimated
6618      ,JD Health International Inc.                                    ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,CN     ,SEHK    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
3293      ,International Games System Co.Ltd.                              ,Communication Services,Entertainment                                        ,TW     ,TPEX    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
FRAS      ,Frasers Group Plc                                               ,Consumer Discretionary,Specialty Retail                                     ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
2385      ,Chicony Electronics Co. Ltd.                                    ,Information Technology,Technology Hardware Storage and Peripherals          ,TW     ,TWSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
8299      ,Phison Electronics Corp.                                        ,Information Technology,Semiconductors and Semiconductor Equipment           ,TW     ,TPEX    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
CUAN      ,PT Petrindo Jaya Kreasi Tbk                                     ,Energy                ,Oil Gas and Consumable Fuels                         ,ID     ,IDX     ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,5                    ,0.0                 ,                       ,Estimated
TLKM      ,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk  ,Communication Services,Diversified Telecommunication Services               ,ID     ,IDX     ,0             ,miss       ,0.65                    ,0.35                      ,miss                 ,1.0                  ,6                    ,0.0                 ,                       ,Estimated
000975    ,Shanjin International Gold Co. Ltd.                             ,Materials             ,Metals and Mining                                    ,CN     ,SZSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
002920    ,Huizhou Desay SV Automotive Co. Ltd.                            ,Consumer Discretionary,Automobile Components                                ,CN     ,SZSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
3661      ,Alchip Technologies Limited                                     ,Information Technology,Semiconductors and Semiconductor Equipment           ,TW     ,TWSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
IMI       ,IMI plc                                                         ,Industrials           ,Machinery                                            ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
6055      ,China Tobacco International (HK) Company Limited                ,Consumer Discretionary,Distributors                                         ,HK     ,SEHK    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
600989    ,Ningxia Baofeng Energy Group Co. Ltd.                           ,Materials             ,Chemicals                                            ,CN     ,SHSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
603659    ,Shanghai Putailai New Energy Technology Group Co.Ltd.           ,Materials             ,Chemicals                                            ,CN     ,SHSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Confirmed
1513      ,Chung-Hsin Electric and Machinery Manufacturing Corp.           ,Industrials           ,Electrical Equipment                                 ,TW     ,TWSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
MPARK     ,MLP Saglik Hizmetleri A.S.                                      ,Health Care           ,Health Care Providers and Services                   ,TR     ,IBSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
000063    ,ZTE Corporation                                                 ,Information Technology,Communications Equipment                             ,CN     ,SZSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
600299    ,Bluestar Adisseo Company                                        ,Materials             ,Chemicals                                            ,CN     ,SHSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
2060      ,National Industrialization Company                              ,Materials             ,Chemicals                                            ,SA     ,SASE    ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,6                    ,0.0                 ,                       ,Estimated
MFPC      ,Misr Fertilizer Production Company                              ,Materials             ,Chemicals                                            ,EG     ,CASE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
1216      ,Uni-President Enterprises Corp.                                 ,Consumer Staples      ,Food Products                                        ,TW     ,TWSE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
G1A       ,GEA Group Aktiengesellschaft                                    ,Industrials           ,Machinery                                            ,DE     ,XTRA    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Confirmed
NXSN      ,NextVision Stabilized Systems Ltd.                              ,Information Technology,Electronic Equipment Instruments and Components      ,IL     ,TASE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
COPN      ,Cosmo Pharmaceuticals N.V.                                      ,Health Care           ,Pharmaceuticals                                      ,IE     ,SWX     ,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,5                    ,0.0                 ,                       ,Confirmed
CSU       ,Constellation Software Inc.                                     ,Information Technology,Software                                             ,CA     ,TSX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
MTN       ,Vail Resorts Inc.                                               ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NYSE    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Confirmed
HSAI      ,Hesai Group                                                     ,Consumer Discretionary,Automobile Components                                ,CN     ,NasdaqGS,3             ,beat       ,0.39918125              ,0.60081875                ,miss                 ,0.7                  ,6                    ,0.0                 ,                       ,Estimated
HPE       ,Hewlett Packard Enterprise Company                              ,Information Technology,Technology Hardware Storage and Peripherals          ,US     ,NYSE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,6                    ,0.0                 ,                       ,Estimated
66        ,MTR Corporation Limited                                         ,Industrials           ,Ground Transportation                                ,HK     ,SEHK    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Estimated
PTNR      ,Partner Communications Company Ltd.                             ,Communication Services,Wireless Telecommunication Services                  ,IL     ,TASE    ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
AVI       ,AVI Limited                                                     ,Consumer Staples      ,Food Products                                        ,ZA     ,JSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
2083      ,Power and Water Utility Company for Jubail and Yanbu            ,Utilities             ,Multi-Utilities                                      ,SA     ,SASE    ,4             ,beat       ,0.33930406249999995     ,0.6606959375000001        ,miss                 ,0.6                  ,5                    ,0.0                 ,                       ,Estimated
AP        ,Aboitiz Power Corporation                                       ,Utilities             ,Independent Power and Renewable Electricity Producers,PH     ,PSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,6                    ,0.0                 ,                       ,Estimated
CKN       ,Clarkson PLC                                                    ,Industrials           ,Marine Transportation                                ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
SPX       ,Spirax Group plc                                                ,Industrials           ,Machinery                                            ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
3105      ,WIN Semiconductors Corp.                                        ,Information Technology,Semiconductors and Semiconductor Equipment           ,TW     ,TPEX    ,2             ,beat       ,0.46962499999999996     ,0.530375                  ,miss                 ,0.8                  ,6                    ,0.0                 ,                       ,Estimated
GALE      ,Galenica AG                                                     ,Health Care           ,Health Care Providers and Services                   ,CH     ,SWX     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
ROR       ,Rotork plc                                                      ,Industrials           ,Machinery                                            ,GB     ,LSE     ,5             ,beat       ,0.28840845312499996     ,0.711591546875            ,miss                 ,0.5                  ,5                    ,0.0                 ,                       ,Confirmed
