ticker    ,name                                                                            ,sector                ,industry                                             ,country,exchange,last_price,pt_median  ,pt_spread          ,expected_upside_pct  ,upside_std         ,var_5_pct             ,prob_positive_upside,risk_reward_ratio
CL        ,Colgate-Palmolive Company                                                       ,Consumer Staples      ,Household Products                                   ,US     ,NYSE    ,90.29     ,88.0       ,13.0               ,-1.489607542358284   ,2.945448893826963  ,-6.067316730535128    ,30.349999999999998  ,-0.5057319261183536
IMO       ,Imperial Oil Limited                                                            ,Energy                ,Oil Gas and Consumable Fuels                         ,CA     ,TSX     ,137.57    ,110.0      ,48.0               ,-17.01677030996327   ,7.236014785933039  ,-28.337196822369155   ,0.53                ,-2.3516771058904165
NVR       ,NVR Inc.                                                                        ,Consumer Discretionary,Household Durables                                   ,US     ,NYSE    ,7635.73   ,8475.0     ,1922.0             ,7.387986129490394    ,5.2538037995332445 ,-2.1520677103067984   ,89.13               ,1.4062166025588458
CVX       ,Chevron Corporation                                                             ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,176.9     ,175.0      ,53.16              ,0.5625810286480315   ,6.165283028010799  ,-9.33554902493902     ,51.51               ,0.09124983007139346
CHTR      ,Charter Communications Inc.                                                     ,Communication Services,Media                                                ,US     ,NasdaqGS,206.12    ,275.0      ,319.0              ,47.51889703101095    ,32.02442107546018  ,-1.4398202204335906   ,94.23               ,1.483833132191231
CNR       ,Canadian National Railway Company                                               ,Industrials           ,Ground Transportation                                ,CA     ,TSX     ,130.99    ,155.0      ,54.0               ,22.475327361902895   ,8.530985417390978  ,9.204668996705786     ,100.0               ,2.6345523128061448
VZ        ,Verizon Communications Inc.                                                     ,Communication Services,Diversified Telecommunication Services               ,US     ,NYSE    ,44.52     ,46.0       ,30.0               ,16.851149888292237   ,14.443917131646826 ,-3.286051328781988    ,88.57000000000001   ,1.1666606596192062
RCL       ,Royal Caribbean Cruises Ltd.                                                    ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,US     ,NYSE    ,324.65    ,350.0      ,197.0              ,1.934175221754063    ,12.390377882848888 ,-20.078474090028035   ,58.9                ,0.15610300509328318
LYB       ,LyondellBasell Industries N.V.                                                  ,Materials             ,Chemicals                                            ,US     ,NYSE    ,49.0      ,48.0       ,54.0               ,18.497002469055804   ,23.84432225528203  ,-15.00269976939371    ,73.42               ,0.7757403322695959
REGN      ,Regeneron Pharmaceuticals Inc.                                                  ,Health Care           ,Biotechnology                                        ,US     ,NasdaqGS,741.4499  ,850.0      ,427.0              ,13.86286481847142    ,11.702509486626408 ,-5.702279803828463    ,86.5                ,1.1846061594151118
ARCB      ,ArcBest Corporation                                                             ,Industrials           ,Ground Transportation                                ,US     ,NasdaqGS,90.22     ,91.0       ,46.0               ,5.2848085963810565   ,10.488990128626165 ,-11.052507770483208   ,66.7                ,0.5038434140535561
APD       ,Air Products and Chemicals Inc.                                                 ,Materials             ,Chemicals                                            ,US     ,NYSE    ,272.5     ,290.0      ,91.0               ,7.8061634597700875   ,6.869265636492799  ,-3.3112101725158953   ,86.16               ,1.136389808293341
XOM       ,Exxon Mobil Corporation                                                         ,Energy                ,Oil Gas and Consumable Fuels                         ,US     ,NYSE    ,141.4     ,133.5      ,44.0               ,-4.5445398380044315  ,6.344455741426406  ,-14.873886566494818   ,24.610000000000003  ,-0.7163009757213147
ALV       ,Autoliv Inc.                                                                    ,Consumer Discretionary,Automobile Components                                ,SE     ,NYSE    ,121.24    ,140.0      ,34.400000000000006 ,12.712420850119768   ,5.883030822480432  ,2.404497156817457     ,98.42               ,2.1608625271080757
BEPC      ,Brookfield Renewable Corporation                                                ,Utilities             ,Independent Power and Renewable Electricity Producers,US     ,NYSE    ,41.64     ,48.0       ,17.0               ,5.140897356153819    ,9.039943437447048  ,-11.683293329457337   ,71.77               ,0.5686868940858826
ALGT      ,Allegiant Travel Company                                                        ,Industrials           ,Passenger Airlines                                   ,US     ,NasdaqGS,88.63     ,100.0      ,35.0               ,14.70775299376775    ,8.093029934955707  ,1.816051458360628     ,97.85000000000001   ,1.8173357953665157
GNTX      ,Gentex Corporation                                                              ,Consumer Discretionary,Automobile Components                                ,US     ,NasdaqGS,23.01     ,27.5       ,17.0               ,36.974403762254774   ,16.212355491362732 ,15.00321003185208     ,100.0               ,2.2806312001950113
BBU       ,Brookfield Business Partners L.P.                                               ,Industrials           ,Industrial Conglomerates                             ,BM     ,NYSE    ,35.02     ,42.0       ,16.0               ,6.563294062171018    ,10.446332467806608 ,-13.210266313271914   ,73.52               ,0.6282869210220625
MOGA      ,Moog Inc.                                                                       ,Industrials           ,Aerospace and Defense                                ,US     ,NYSE    ,305.35    ,280.0      ,31.0               ,-7.2880182187755285  ,2.1092420771476927 ,-10.57466379891798    ,0.0                 ,-3.45527822421931
ENSG      ,The Ensign Group Inc.                                                           ,Health Care           ,Health Care Providers and Services                   ,US     ,NasdaqGS,171.66    ,206.0      ,20.0               ,21.564509284465053   ,2.442661567498548  ,17.998006703814983    ,100.0               ,8.828283693245554
ELISA     ,Elisa Oyj                                                                       ,Communication Services,Diversified Telecommunication Services               ,FI     ,HLSE    ,37.16     ,40.0       ,24.0               ,16.37026453295922    ,13.54318241144104  ,-3.4825415208399533   ,88.98               ,1.2087457759654712
LIFCOB    ,Lifco AB (publ)                                                                 ,Industrials           ,Industrial Conglomerates                             ,SE     ,OM      ,306.2     ,375.5      ,39.0               ,23.757228452133155   ,2.6460703908654266 ,19.650679858269648    ,100.0               ,8.978305540981127
COLR      ,Colruyt Group N.V.                                                              ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,BE     ,ENXTBR  ,32.36     ,37.5       ,19.06              ,15.964378760920116   ,12.006173038390733 ,-3.919931717415686    ,89.4                ,1.3296808824820943
SKFB      ,AB SKF (publ)                                                                   ,Industrials           ,Machinery                                            ,SE     ,OM      ,232.6     ,270.0      ,105.0              ,12.448663568211295   ,9.397031452249111  ,-4.260970291821346    ,88.5                ,1.3247442696631389
LIGHT     ,Signify N.V.                                                                    ,Industrials           ,Electrical Equipment                                 ,NL     ,ENXTAM  ,17.91     ,23.5       ,13.3               ,30.724827466487064   ,15.204649087359625 ,5.309279607701275     ,98.32               ,2.0207521587611073
ARJOB     ,Arjo AB (publ)                                                                  ,Health Care           ,Health Care Equipment and Supplies                   ,SE     ,OM      ,26.72     ,35.0       ,9.0                ,37.21225660421833    ,7.185740657172601  ,27.156302509089933    ,100.0               ,5.178625054756759
A307950   ,Hyundai Autoever Corporation                                                    ,Information Technology,IT Services                                          ,KR     ,KOSE    ,461500.0  ,240000.0   ,540000.0           ,-20.210852212160304  ,25.92088985559871  ,-55.266441718629885   ,23.39               ,-0.7797129004733964
4506      ,Sumitomo Pharma Co. Ltd.                                                        ,Health Care           ,Pharmaceuticals                                      ,JP     ,TSE     ,2297.0    ,2125.0     ,1180.0             ,-7.727873850084655   ,10.438224735238425 ,-25.279257762856133   ,24.86               ,-0.7403436931182473
7735      ,SCREEN Holdings Co. Ltd.                                                        ,Information Technology,Semiconductors and Semiconductor Equipment           ,JP     ,TSE     ,19660.0   ,15500.0    ,16400.0            ,-5.353781164547164   ,17.946649580724802 ,-30.450263863221952   ,35.85               ,-0.29831647074099404
BAJAJAUTO ,Bajaj Auto Limited                                                              ,Consumer Discretionary,Automobiles                                          ,IN     ,NSEI    ,9597.5    ,9780.0     ,4604.0             ,5.305202163294378    ,9.78869959409358   ,-10.083576992769316   ,68.22               ,0.5419721089914225
VNM       ,Vietnam Dairy Products Joint Stock Company                                      ,Consumer Staples      ,Food Products                                        ,VN     ,HOSE    ,70600.0   ,70300.0    ,29200.0            ,-5.817490446772691   ,8.678533604146883  ,-21.457377584033097   ,28.84               ,-0.6703310388742294
HPG       ,Hoa Phat Group Joint Stock Company                                              ,Materials             ,Metals and Mining                                    ,VN     ,HOSE    ,26800.0   ,35700.0    ,13883.333299999998 ,30.915667740812605   ,10.553606562458496 ,12.719423815146671    ,100.0               ,2.9293936208297215
GAS       ,Petrovietnam Gas Joint Stock Corporation                                        ,Utilities             ,Gas Utilities                                        ,VN     ,HOSE    ,117000.0  ,78700.0    ,25543.105500000005 ,-28.871449129634584  ,4.63860390268399   ,-35.42597393039644    ,0.0                 ,-6.2241678175903274
9202      ,ANA Holdings Inc.                                                               ,Industrials           ,Passenger Airlines                                   ,JP     ,TSE     ,3005.0    ,3400.0     ,1300.0             ,18.71477139955465    ,9.064370506070015  ,5.1549710117949346    ,99.99               ,2.064652077827377
ABDP      ,AB Dynamics plc                                                                 ,Consumer Discretionary,Automobile Components                                ,GB     ,AIM     ,12.8      ,22.5       ,13.3               ,64.42215334927153    ,21.5197744659277   ,25.902579524562146    ,100.0               ,2.993625860311466
GLENMARK  ,Glenmark Pharmaceuticals Limited                                                ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,2015.9    ,2270.0     ,1235.0             ,7.513698428558011    ,12.707548915807036 ,-14.9961653406075     ,71.81               ,0.5912783400118691
JINDALSTEL,Jindal Steel Limited                                                            ,Materials             ,Metals and Mining                                    ,IN     ,NSEI    ,1132.0    ,1155.0     ,793.0              ,-7.232352974943799   ,14.617256063546119 ,-33.65826119708948    ,35.699999999999996  ,-0.49478184848800166
500850    ,The Indian Hotels Company Limited                                               ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,IN     ,BSE     ,674.5     ,835.0      ,324.0              ,20.086138177865656   ,9.963046754008943  ,2.428762450170662     ,97.56               ,2.016063828043703
5334      ,Niterra Co. Ltd.                                                                ,Consumer Discretionary,Automobile Components                                ,JP     ,TSE     ,6751.0    ,7000.0     ,3975.0             ,-2.219386581175171   ,12.191382897181848 ,-23.92499298278083    ,46.68               ,-0.18204551525390963
9023      ,Tokyo Metro Co. Ltd.                                                            ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,1652.5    ,1600.0     ,560.0              ,1.6249149492956805   ,7.080407827999768  ,-8.819427067538761    ,53.779999999999994  ,0.22949454166607275
3092      ,ZOZO Inc.                                                                       ,Consumer Discretionary,Specialty Retail                                     ,JP     ,TSE     ,1276.0    ,1400.0     ,900.0              ,12.370341490960826   ,14.637155820832643 ,-11.605060809271315   ,78.47               ,0.8451328688702264
9009      ,Keisei Electric Railway Co. Ltd.                                                ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,1221.0    ,1400.0     ,200.0              ,14.697335793145777   ,3.338066593925402  ,9.055932174420294     ,100.0               ,4.402948646947883
2875      ,Toyo Suisan Kaisha Ltd.                                                         ,Consumer Staples      ,Food Products                                        ,JP     ,TSE     ,11030.0   ,12300.0    ,5200.0             ,7.185672733059945    ,9.71000917093208   ,-10.097030605448655   ,75.53999999999999   ,0.7400273889103011
MEESHO    ,Meesho Limited                                                                  ,Consumer Discretionary,Broadline Retail                                     ,IN     ,NSEI    ,174.15    ,190.0      ,51.0               ,10.71221988395851    ,5.960726381991739  ,1.1726916837462382    ,97.42               ,1.7971333017938476
FPT       ,FPT Corporation                                                                 ,Information Technology,IT Services                                          ,VN     ,HOSE    ,104500.0  ,118197.8261,35000.0            ,19.122873108002146   ,7.166479554965121  ,8.992123465789605     ,100.0               ,2.6683775431625043
9531      ,Tokyo Gas Co.Ltd.                                                               ,Utilities             ,Gas Utilities                                        ,JP     ,TSE     ,6846.0    ,6135.0     ,2060.0             ,-14.806451649201504  ,6.248361721487264  ,-26.231151390793702   ,0.0                 ,-2.3696534082340555
SCC       ,The Siam Cement Public Company Limited                                          ,Materials             ,Construction Materials                               ,TH     ,SET     ,206.0     ,218.0      ,334.5              ,30.956853869468613   ,34.659167687977586 ,-19.57431209153733    ,79.27               ,0.8931793789210577
9042      ,Hankyu Hanshin Holdings Inc.                                                    ,Industrials           ,Ground Transportation                                ,JP     ,TSE     ,4316.0    ,4800.0     ,800.0              ,8.189533567425334    ,3.91161784748952   ,1.1090230580418268    ,97.52               ,2.093643573254832
9104      ,Mitsui O.S.K. Lines Ltd.                                                        ,Industrials           ,Marine Transportation                                ,JP     ,TSE     ,4839.0    ,5400.0     ,3220.0             ,8.565762226209017    ,13.488680517764294 ,-15.005836697650356   ,72.89999999999999   ,0.6350333685291232
500790    ,Nestlé India Limited                                                            ,Consumer Staples      ,Food Products                                        ,IN     ,BSE     ,1331.45   ,1300.0     ,590.0              ,-1.9917049708477141  ,9.026637547412948  ,-16.932190780165435   ,41.17               ,-0.22064749585725205
RR        ,Richtech Robotics Inc.                                                          ,Industrials           ,Machinery                                            ,US     ,NasdaqCM,3.58      ,4.5        ,3.0                ,25.56170728676081    ,17.160978035851752 ,-3.1632649450284953   ,92.2                ,1.4895250861203089
SNCY      ,Sun Country Airlines Holdings Inc.                                              ,Industrials           ,Passenger Airlines                                   ,US     ,NasdaqGS,17.54     ,20.0       ,3.0                ,12.089026023633554   ,3.5281589156009345 ,5.7760712536667524    ,100.0               ,3.426440336963815
9301      ,Mitsubishi Logistics Corporation                                                ,Industrials           ,Transportation Infrastructure                        ,JP     ,TSE     ,1319.5    ,1300.0     ,300.0              ,-3.972646560975627   ,4.697442140086635  ,-12.4197967241854     ,21.21               ,-0.8457042029478534
9506      ,Tohoku Electric Power Company Incorporated                                      ,Utilities             ,Electric Utilities                                   ,JP     ,TSE     ,1116.0    ,1390.0     ,390.0              ,22.04007212994245    ,7.218790885807307  ,9.204500754811095     ,100.0               ,3.053152872633409
500086    ,Exide Industries Limited                                                        ,Consumer Discretionary,Automobile Components                                ,IN     ,BSE     ,321.5     ,400.0      ,219.0              ,29.554350946908315   ,13.935194028993775 ,7.533547578850643     ,99.76               ,2.1208424429123185
5332      ,TOTO LTD.                                                                       ,Industrials           ,Building Products                                    ,JP     ,TSE     ,4861.0    ,4570.0     ,2300.0             ,-0.8465526549654194  ,9.805098319288183  ,-15.771507167708615   ,43.41               ,-0.08633800777908734
NATIONALUM,National Aluminium Company Limited                                              ,Materials             ,Metals and Mining                                    ,IN     ,NSEI    ,385.45    ,320.0      ,195.0              ,-16.559284733768706  ,10.367142883709995 ,-33.602873534939135   ,6.7                 ,-1.5972852809609184
7741      ,HOYA Corporation                                                                ,Health Care           ,Health Care Equipment and Supplies                   ,JP     ,TSE     ,25870.0   ,26600.0    ,9000.0             ,2.54371400894142     ,7.177068084749955  ,-9.516499675845695    ,63.339999999999996  ,0.35442244366420017
9719      ,SCSK Corporation                                                                ,Information Technology,IT Services                                          ,JP     ,TSE     ,5664.0    ,4800.0     ,1190.0             ,-13.621131094497535  ,4.331000799552631  ,-20.353782808732284   ,0.0                 ,-3.1450308427337452
NTPC      ,NTPC Limited                                                                    ,Utilities             ,Independent Power and Renewable Electricity Producers,IN     ,NSEI    ,356.0     ,413.0      ,165.0              ,15.003532843876217   ,9.395090193428928  ,-0.9317660141072949   ,93.69               ,1.5969546364089109
4568      ,Daiichi Sankyo Company Limited                                                  ,Health Care           ,Pharmaceuticals                                      ,JP     ,TSE     ,2836.0    ,5550.0     ,2850.0             ,79.60982061008568    ,21.13478604226022  ,41.70234861482882     ,100.0               ,3.766767283610123
6920      ,Lasertec Corporation                                                            ,Information Technology,Semiconductors and Semiconductor Equipment           ,JP     ,TSE     ,36390.0   ,29000.0    ,26925.0            ,-24.55872206257301   ,15.213744261543582 ,-51.10569914360019    ,4.6899999999999995  ,-1.6142457530754688
500425    ,Ambuja Cements Limited                                                          ,Materials             ,Construction Materials                               ,IN     ,BSE     ,510.2     ,660.0      ,410.0              ,22.27175871958465    ,16.595920530553553 ,-6.8862085669329165   ,88.75               ,1.3420020105893928
9503      ,The Kansai Electric Power Company Incorporated                                  ,Utilities             ,Electric Utilities                                   ,JP     ,TSE     ,2468.0    ,2600.0     ,800.0              ,1.2757400188339656   ,6.806683227669218  ,-11.072595078272537   ,60.25               ,0.1874246202097481
4507      ,Shionogi & Co. Ltd.                                                             ,Health Care           ,Pharmaceuticals                                      ,JP     ,TSE     ,3174.0    ,2675.0     ,1400.0             ,-10.912105660197712  ,9.175891337188657  ,-24.911501890532247   ,14.44               ,-1.189214786793781
9513      ,Electric Power Development Co. Ltd.                                             ,Utilities             ,Independent Power and Renewable Electricity Producers,JP     ,TSE     ,3284.0    ,3100.0     ,1480.0             ,-6.636519133029348   ,9.202650980525325  ,-22.370846185627535   ,24.959999999999997  ,-0.7211529750583356
9962      ,MISUMI Group Inc.                                                               ,Industrials           ,Machinery                                            ,JP     ,TSE     ,2552.0    ,3200.0     ,800.0              ,17.545641680022424   ,7.01381317538553   ,4.38170046223991      ,99.48               ,2.5015838376758572
ASTERDM   ,Aster DM Healthcare Limited                                                     ,Health Care           ,Health Care Providers and Services                   ,IN     ,NSEI    ,552.15    ,760.0      ,200.0              ,42.57050613344902    ,7.631448472577668  ,31.25661816533714     ,100.0               ,5.578299622466037
9533      ,Toho Gas Co. Ltd.                                                               ,Utilities             ,Gas Utilities                                        ,JP     ,TSE     ,5115.0    ,4000.0     ,2170.0             ,-22.777102606973344  ,8.620381442540664  ,-37.59235442376104    ,0.0                 ,-2.6422383694729294
9065      ,Sankyu Inc.                                                                     ,Industrials           ,Air Freight and Logistics                            ,JP     ,TSE     ,9197.0    ,9600.0     ,1600.0             ,4.397674180429229    ,3.5231918184161493 ,-1.4204680787802255   ,88.0                ,1.248207423008323
5929      ,Sanwa Holdings Corporation                                                      ,Industrials           ,Building Products                                    ,JP     ,TSE     ,3500.0    ,4900.0     ,1600.0             ,42.02923407619758    ,9.301699536997061  ,26.891697690987563    ,100.0               ,4.51844675363124
PLX       ,Vietnam National Petroleum Group                                                ,Energy                ,Oil Gas and Consumable Fuels                         ,VN     ,HOSE    ,58900.0   ,45000.0    ,6200.0             ,-24.508925623625853  ,2.159929475261832  ,-28.32993081296126    ,0.0                 ,-11.347095312292462
7276      ,Koito Manufacturing Co. Ltd.                                                    ,Consumer Discretionary,Automobile Components                                ,JP     ,TSE     ,2415.5    ,2050.0     ,1400.0             ,-11.021884309617267  ,11.942958653225663 ,-30.01848753783599    ,19.71               ,-0.9228772056947863
MSUMI     ,Motherson Sumi Wiring India Limited                                             ,Consumer Discretionary,Automobile Components                                ,IN     ,NSEI    ,43.16     ,54.0       ,17.0               ,24.194368213664543   ,8.03904693795299   ,10.670478880830245    ,100.0               ,3.009606536745167
SITES1A1  ,Operadora de Sites Mexicanos S.A.B. de C.V.                                     ,Communication Services,Diversified Telecommunication Services               ,MX     ,BMV     ,16.25     ,17.0       ,9.2                ,22.719374454032515   ,13.247286818053551 ,5.4419038933592905    ,100.0               ,1.715020952295703
6301      ,Komatsu Ltd.                                                                    ,Industrials           ,Machinery                                            ,JP     ,TSE     ,5929.0    ,5300.0     ,1800.0             ,-8.330028165386283   ,6.209004950408822  ,-18.172489972340326   ,11.23               ,-1.3416043684806218
POWERGRID ,Power Grid Corporation of India Limited                                         ,Utilities             ,Electric Utilities                                   ,IN     ,NSEI    ,256.5     ,306.0      ,132.0              ,18.76349368256817    ,10.539928751640133 ,1.0770452480498285    ,96.15               ,1.7802296509498092
A064350   ,Hyundai Rotem Company                                                           ,Industrials           ,Machinery                                            ,KR     ,KOSE    ,230500.0  ,300000.0   ,110000.0           ,28.738530707154027   ,9.726236197408351  ,12.154448323942866    ,100.0               ,2.9547432453688183
A010140   ,Samsung Heavy Industries Co. Ltd.                                               ,Industrials           ,Machinery                                            ,KR     ,KOSE    ,29450.0   ,33000.0    ,19000.0            ,6.513424359201606    ,13.346663476199167 ,-17.235930765791522   ,68.95               ,0.48801892479096837
ORG       ,Origin Energy Limited                                                           ,Utilities             ,Electric Utilities                                   ,AU     ,ASX     ,11.8      ,11.6       ,4.0                ,0.49634030178854166  ,6.913114878651906  ,-10.329356396901307   ,49.559999999999995  ,0.0717969121735947
9508      ,Kyushu Electric Power Company Incorporated                                      ,Utilities             ,Electric Utilities                                   ,JP     ,TSE     ,1722.5    ,1800.0     ,1250.0             ,18.84836762854126    ,15.731855609871582 ,-3.3367211384144215   ,89.60000000000001   ,1.1981019973711238
AIAENG    ,AIA Engineering Limited                                                         ,Industrials           ,Machinery                                            ,IN     ,NSEI    ,3989.0    ,3730.5     ,1098.0             ,-7.263239593033263   ,5.6878592942213855 ,-17.018535352602015   ,10.979999999999999  ,-1.276972445575859
5938      ,LIXIL Corporation                                                               ,Industrials           ,Building Products                                    ,JP     ,TSE     ,1772.5    ,1900.0     ,600.0              ,10.884821400995277   ,6.986547546358839  ,0.33645993849165184   ,95.59               ,1.5579685572551627
AEGISLOG  ,Aegis Logistics Limited                                                         ,Energy                ,Oil Gas and Consumable Fuels                         ,IN     ,NSEI    ,730.5     ,897.0      ,250.0              ,22.736502128375218   ,6.930651592500269  ,11.069593346060937    ,100.0               ,3.280572082569931
500459    ,Procter & Gamble Hygiene and Health Care Limited                                ,Consumer Staples      ,Personal Care Products                               ,IN     ,BSE     ,11781.75  ,14884.0    ,1768.0             ,26.35321502302676    ,3.0796525644200163 ,21.19444805631768     ,100.0               ,8.557203928615824
LALPATHLAB,Dr. Lal PathLabs Limited                                                        ,Health Care           ,Health Care Providers and Services                   ,IN     ,NSEI    ,1409.5    ,1755.0     ,993.0              ,17.151617893114057   ,14.71562414780852  ,-9.136530754717297    ,85.33               ,1.165537915404581
1959      ,Kraftia Corporation                                                             ,Industrials           ,Construction and Engineering                         ,JP     ,TSE     ,8061.0    ,9100.0     ,4000.0             ,17.8910652236555     ,10.36367772411535  ,1.8348532933232538    ,97.55               ,1.7263239652873992
COLBUN    ,Colbún S.A.                                                                     ,Utilities             ,Independent Power and Renewable Electricity Producers,CL     ,SNSE    ,144.8     ,161.0109   ,16.447400000000016 ,9.777697557838826    ,2.3665562312714186 ,5.541211789984242     ,100.0               ,4.131614296181677
AJANTPHARM,Ajanta Pharma Limited                                                           ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,2781.9    ,3220.0     ,1056.0             ,10.605141435823167   ,8.012412658114163  ,-3.959241508438437    ,87.92999999999999   ,1.3235890222258273
DELHIVERY ,Delhivery Limited                                                               ,Industrials           ,Air Freight and Logistics                            ,IN     ,NSEI    ,422.95    ,510.0      ,240.0              ,15.970734758373595   ,11.788241526864681 ,-4.722506860537465    ,88.86               ,1.3548021324450528
SUNPHARMA ,Sun Pharmaceutical Industries Limited                                           ,Health Care           ,Pharmaceuticals                                      ,IN     ,NSEI    ,1595.3    ,1982.5     ,875.0              ,25.54768100662399    ,11.123507852722955 ,7.102417442365508     ,99.92999999999999   ,2.2967288147659373
BDL       ,Bharat Dynamics Limited                                                         ,Industrials           ,Aerospace and Defense                                ,IN     ,NSEI    ,1538.2    ,1618.0     ,1150.0             ,-2.4871855981565494  ,15.50783981075026  ,-30.19247853284679    ,48.02               ,-0.16038246644980148
GAIL      ,GAIL (India) Limited                                                            ,Utilities             ,Gas Utilities                                        ,IN     ,NSEI    ,167.29    ,205.0      ,115.0              ,25.441499144073646   ,14.166754511370602 ,2.9991442470014555    ,97.42               ,1.7958593920473207
4768      ,Otsuka Corporation                                                              ,Information Technology,IT Services                                          ,JP     ,TSE     ,3062.0    ,3640.0     ,1450.0             ,19.583199007367664   ,9.613782145895643  ,3.6045988832209157    ,98.86               ,2.036992175418517
CEK       ,CeoTronics AG                                                                   ,Information Technology,Communications Equipment                             ,DE     ,DB      ,14.15     ,18.05      ,2.1000000000000014 ,27.518377305127903   ,3.0180398636577976 ,22.530543331324395    ,100.0               ,9.117963495610107
A298040   ,Hyosung Heavy Industries Corporation                                            ,Industrials           ,Electrical Equipment                                 ,KR     ,KOSE    ,2603000.0 ,2820000.0  ,2180000.0          ,-4.671758712157073   ,17.78768631952643  ,-37.011971671965455   ,45.56               ,-0.2626400436929592
ALCN      ,Alexandria Container&Cargo Handling Company                                     ,Industrials           ,Transportation Infrastructure                        ,EG     ,CASE    ,24.61     ,23.5       ,2.3999999999999986 ,-2.3316218261668933  ,2.147277819309048  ,-5.231515299594489    ,16.580000000000002  ,-1.085850095968096
PIK       ,Pick n Pay Stores Limited                                                       ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,ZA     ,JSE     ,24.07     ,30.0       ,13.0               ,25.985637399967757   ,10.92979828790144  ,7.900163611900094     ,100.0               ,2.377503840005184
EMEIS     ,emeis Société anonyme                                                           ,Health Care           ,Health Care Providers and Services                   ,FR     ,ENXTPA  ,13.62     ,12.75      ,9.6                ,-6.465570187720355   ,14.315008238627883 ,-30.416400789299423   ,33.25               ,-0.4516637419930742
4203      ,Sumitomo Bakelite Company Limited                                               ,Materials             ,Chemicals                                            ,JP     ,TSE     ,5440.0    ,5750.0     ,2520.0             ,4.493388869774303    ,9.487820154858573  ,-11.530236961485391   ,67.57               ,0.4735954936364708
ALPUL     ,Pullup Entertainment Société anonyme                                            ,Communication Services,Entertainment                                        ,FR     ,ENXTPA  ,13.8      ,30.8       ,10.0               ,124.1870941530168    ,14.82573524488104  ,99.61330234799142     ,100.0               ,8.37645432767967
FGA       ,Figeac Aero Société Anonyme                                                     ,Industrials           ,Aerospace and Defense                                ,FR     ,ENXTPA  ,10.75     ,13.0       ,4.0                ,11.672037168556594   ,8.263752349058466  ,-3.8584674275933515   ,89.19               ,1.4124379187000264
517174    ,Honeywell Automation India Limited                                              ,Information Technology,Electronic Equipment Instruments and Components      ,IN     ,BSE     ,33492.6   ,37625.0    ,7780.0             ,8.827464974919799    ,4.934171865587278  ,-0.17342296006196287  ,94.55               ,1.7890469191974792
VFQS      ,Vodafone Qatar P.Q.S.C.                                                         ,Communication Services,Wireless Telecommunication Services                  ,QA     ,DSM     ,2.544     ,2.84       ,0.20000000000000018,13.189884419338586   ,1.7133959394731424 ,10.826477715084549    ,100.0               ,7.698094827628917
ATHERENERG,Ather Energy Limited                                                            ,Consumer Discretionary,Automobiles                                          ,IN     ,NSEI    ,621.25    ,820.0      ,285.0              ,38.704560926990176   ,9.729078758021252  ,24.579624207232204    ,100.0               ,3.9782349274415885
2250      ,Saudi Industrial Investment Group                                               ,Materials             ,Chemicals                                            ,SA     ,SASE    ,12.51     ,14.5       ,3.5                ,21.515800424790623   ,6.008959819358053  ,13.158138833635734    ,100.0               ,3.580619786385789
4030      ,The National Shipping Company of Saudi Arabia                                   ,Energy                ,Oil Gas and Consumable Fuels                         ,SA     ,SASE    ,30.8      ,32.0       ,2.0                ,3.8999944722614774   ,1.3294313787065866 ,1.6661935792179996    ,100.0               ,2.9335808788083595
THERMAX   ,Thermax Limited                                                                 ,Industrials           ,Machinery                                            ,IN     ,NSEI    ,2878.0    ,3433.0     ,2456.0             ,29.523132867979527   ,17.78596631043476  ,2.988040927519887     ,97.35000000000001   ,1.6599116602767177
ARCLK     ,Arçelik Anonim Sirketi                                                          ,Consumer Discretionary,Household Durables                                   ,TR     ,IBSE    ,114.0     ,161.91     ,213.8              ,83.42548243808828    ,40.975843071988784 ,27.846978570567625    ,100.0               ,2.0359674428545977
3081      ,LandMark Optoelectronics Corporation                                            ,Information Technology,Semiconductors and Semiconductor Equipment           ,TW     ,TPEX    ,1000.0    ,1080.0     ,1043.0             ,-5.399858608979557   ,21.785308382739046 ,-44.87395447373842    ,44.83               ,-0.24786698054079312
GP        ,Grameenphone Ltd.                                                               ,Communication Services,Wireless Telecommunication Services                  ,BD     ,DSE     ,267.8     ,309.75     ,175.5              ,15.710337025746167   ,13.188086342498751 ,-6.715382187464899    ,86.92999999999999   ,1.1912522118633266
DSCV      ,discoverIE Group plc                                                            ,Industrials           ,Electrical Equipment                                 ,GB     ,LSE     ,6.34      ,8.8        ,4.25               ,40.600871892588415   ,13.617724720688647 ,18.53682045158933     ,100.0               ,2.9814725092001444
SGE       ,The Sage Group plc                                                              ,Information Technology,Software                                             ,GB     ,LSE     ,9.574     ,13.0       ,6.0                ,35.73858106267435    ,12.751880913535604 ,14.429702286151372    ,100.0               ,2.8026125169298983
